machine_id,block_id,rate
pr_02,B10412,2818.73865
pr_02,B11042,1569.484875
pr_02,B11805,1492.321086
pr_02,B12039,498.764473
pr_02,B14953,445.594259
pr_02,B18200,543.332328
pr_02,B20631,783.520933
pr_02,B20632,783.520933
pr_02,B20673,1288.521448
pr_02,B21443,1024.939966
pr_02,B30099,531.928739
pr_02,B30103,537.382771
pr_02,B31203,448.756539
pr_02,B35154,845.815353
pr_03,B4497,907.515654
pr_03,B5817,639.623464
pr_03,B6017,1277.456268
pr_03,B8121,388.994246
pr_03,B10412,2818.73865
pr_03,B11042,1569.484875
pr_03,B11805,1492.321086
pr_03,B12039,498.764473
pr_03,B14953,445.594259
pr_03,B18200,543.332328
pr_03,B20631,783.520933
pr_03,B20632,783.520933
pr_03,B20673,1288.521448
pr_03,B21443,1024.939966
pr_03,B30099,531.928739
pr_03,B30103,537.382771
pr_03,B31203,448.756539
pr_03,B35154,845.815353
ld_01,B4497,658.0
ld_01,B5817,658.0
ld_01,B6017,658.0
ld_01,B8121,658.0
ld_01,B10412,658.0
ld_01,B11042,658.0
ld_01,B11805,658.0
ld_01,B12039,658.0
ld_01,B14953,658.0
ld_01,B18200,658.0
ld_01,B20631,658.0
ld_01,B20632,658.0
ld_01,B20673,658.0
ld_01,B21443,658.0
ld_01,B30099,658.0
ld_01,B30103,658.0
ld_01,B31203,658.0
ld_01,B35154,658.0
ld_02,B4497,658.0
ld_02,B5817,658.0
ld_02,B6017,658.0
ld_02,B8121,658.0
ld_02,B10412,658.0
ld_02,B11042,658.0
ld_02,B11805,658.0
ld_02,B12039,658.0
ld_02,B14953,658.0
ld_02,B18200,658.0
ld_02,B20631,658.0
ld_02,B20632,658.0
ld_02,B20673,658.0
ld_02,B21443,658.0
ld_02,B30099,658.0
ld_02,B30103,658.0
ld_02,B31203,658.0
ld_02,B35154,658.0
ld_03,B4497,658.0
ld_03,B5817,658.0
ld_03,B6017,658.0
ld_03,B8121,658.0
ld_03,B10412,658.0
ld_03,B11042,658.0
ld_03,B11805,658.0
ld_03,B12039,658.0
ld_03,B14953,658.0
ld_03,B18200,658.0
ld_03,B20631,658.0
ld_03,B20632,658.0
ld_03,B20673,658.0
ld_03,B21443,658.0
ld_03,B30099,658.0
ld_03,B30103,658.0
ld_03,B31203,658.0
ld_03,B35154,658.0
