machine_id,block_id,day,shift_id,assigned
fb_01,B107189,1,S1,1
fb_02,B109915,1,S1,1
fb_03,B111480,1,S1,1
fb_01,B108060,1,S2,1
fb_02,B109915,1,S2,1
fb_03,B111480,1,S2,1
fb_01,B108124,1,S3,1
fb_02,B110471,1,S3,1
fb_03,B111480,1,S3,1
fb_01,B108339,2,S1,1
fb_02,B68233,2,S1,1
fb_03,B111480,2,S1,1
sk_01,B108060,2,S1,1
sk_02,B108124,2,S1,1
sk_03,B108124,2,S1,1
fb_01,B109340,2,S2,1
fb_02,B107189,2,S2,1
fb_03,B111480,2,S2,1
sk_01,B107189,2,S2,1
sk_02,B109915,2,S2,1
sk_03,B109915,2,S2,1
fb_01,B109517,2,S3,1
fb_02,B109915,2,S3,1
fb_03,B111480,2,S3,1
sk_01,B109915,2,S3,1
sk_02,B109915,2,S3,1
sk_03,B109915,2,S3,1
fb_01,B109915,3,S1,1
fb_02,B110288,3,S1,1
fb_03,B111480,3,S1,1
pr_01,B109915,3,S1,1
pr_02,B109915,3,S1,1
pr_03,B108124,3,S1,1
sk_01,B109517,3,S1,1
sk_02,B108339,3,S1,1
sk_03,B107189,3,S1,1
fb_01,B68233,3,S2,1
fb_02,B110471,3,S2,1
fb_03,B111480,3,S2,1
pr_01,B108060,3,S2,1
sk_01,B107189,3,S2,1
sk_02,B68233,3,S2,1
sk_03,B68233,3,S2,1
fb_01,B110471,3,S3,1
fb_02,B68233,3,S3,1
fb_03,B111480,3,S3,1
sk_01,B68233,3,S3,1
sk_02,B109915,3,S3,1
sk_03,B109915,3,S3,1
fb_01,B111410,4,S1,1
fb_02,B107189,4,S1,1
fb_03,B111480,4,S1,1
ld_01,B109915,4,S1,1
ld_02,B109915,4,S1,1
ld_03,B108124,4,S1,1
pr_01,B68233,4,S1,1
pr_02,B109915,4,S1,1
pr_03,B107189,4,S1,1
sk_01,B68233,4,S1,1
sk_02,B68233,4,S1,1
sk_03,B68233,4,S1,1
fb_01,B111480,4,S2,1
fb_02,B109915,4,S2,1
fb_03,B111480,4,S2,1
pr_01,B107189,4,S2,1
sk_01,B109915,4,S2,1
sk_02,B68233,4,S2,1
sk_03,B68233,4,S2,1
fb_01,B42891,4,S3,1
fb_02,B110288,4,S3,1
fb_03,B111480,4,S3,1
sk_01,B109915,4,S3,1
sk_02,B109915,4,S3,1
sk_03,B68233,4,S3,1
fb_01,B44010,5,S1,1
fb_02,B110471,5,S1,1
fb_03,B111480,5,S1,1
ld_01,B109915,5,S1,1
ld_02,B68233,5,S1,1
ld_03,B107189,5,S1,1
pr_01,B68233,5,S1,1
pr_02,B68233,5,S1,1
pr_03,B109915,5,S1,1
sk_01,B42891,5,S1,1
sk_02,B107189,5,S1,1
sk_03,B107189,5,S1,1
fb_01,B45231,5,S2,1
fb_02,B68233,5,S2,1
fb_03,B111480,5,S2,1
pr_01,B68233,5,S2,1
pr_02,B68233,5,S2,1
pr_03,B109915,5,S2,1
sk_01,B109915,5,S2,1
sk_02,B109915,5,S2,1
sk_03,B68233,5,S2,1
fb_01,B53160,5,S3,1
fb_02,B107189,5,S3,1
fb_03,B111480,5,S3,1
sk_01,B109915,5,S3,1
sk_02,B110288,5,S3,1
sk_03,B110288,5,S3,1
fb_01,B55424,6,S1,1
fb_02,B109915,6,S1,1
fb_03,B111480,6,S1,1
ld_01,B109915,6,S1,1
ld_02,B109915,6,S1,1
ld_03,B68233,6,S1,1
pr_01,B110288,6,S1,1
pr_02,B109915,6,S1,1
pr_03,B109915,6,S1,1
sk_01,B45231,6,S1,1
sk_02,B53160,6,S1,1
sk_03,B44010,6,S1,1
fb_01,B65573,6,S2,1
fb_02,B110288,6,S2,1
fb_03,B111480,6,S2,1
ld_01,B68233,6,S2,1
ld_02,B68233,6,S2,1
ld_03,B68233,6,S2,1
pr_01,B107189,6,S2,1
pr_02,B107189,6,S2,1
pr_03,B42891,6,S2,1
sk_01,B107189,6,S2,1
sk_02,B68233,6,S2,1
sk_03,B68233,6,S2,1
fb_01,B68233,6,S3,1
fb_02,B110471,6,S3,1
fb_03,B111480,6,S3,1
sk_01,B68233,6,S3,1
sk_02,B109915,6,S3,1
sk_03,B110288,6,S3,1
fb_01,B108060,7,S1,1
fb_02,B68233,7,S1,1
fb_03,B111480,7,S1,1
ld_01,B109915,7,S1,1
ld_02,B109915,7,S1,1
ld_03,B110288,7,S1,1
pr_01,B68233,7,S1,1
pr_02,B68233,7,S1,1
pr_03,B45231,7,S1,1
sk_01,B65573,7,S1,1
sk_02,B65573,7,S1,1
sk_03,B55424,7,S1,1
fb_01,B108060,7,S2,1
fb_02,B107189,7,S2,1
fb_03,B111480,7,S2,1
ld_01,B107189,7,S2,1
ld_02,B107189,7,S2,1
pr_01,B44010,7,S2,1
pr_02,B107189,7,S2,1
pr_03,B53160,7,S2,1
