machine_id,block_id,day,shift_id,assigned
fb_01,B10412,1,S1,1
fb_02,B18200,1,S1,1
fb_03,B18200,1,S1,1
fb_01,B11042,1,S2,1
fb_02,B5817,1,S2,1
fb_03,B14953,1,S2,1
fb_01,B11805,1,S3,1
fb_02,B18200,1,S3,1
fb_03,B14953,1,S3,1
fb_01,B18200,2,S1,1
fb_02,B5817,2,S1,1
fb_03,B14953,2,S1,1
sk_01,B10412,2,S1,1
sk_02,B18200,2,S1,1
sk_03,B10412,2,S1,1
fb_01,B20631,2,S2,1
fb_02,B18200,2,S2,1
fb_03,B14953,2,S2,1
sk_01,B11042,2,S2,1
sk_02,B5817,2,S2,1
sk_03,B5817,2,S2,1
fb_01,B20632,2,S3,1
fb_02,B5817,2,S3,1
fb_03,B14953,2,S3,1
sk_01,B11042,2,S3,1
sk_02,B18200,2,S3,1
sk_03,B18200,2,S3,1
fb_01,B20673,3,S1,1
fb_02,B18200,3,S1,1
fb_03,B14953,3,S1,1
pr_01,B10412,3,S1,1
pr_02,B18200,3,S1,1
pr_03,B11042,3,S1,1
sk_01,B11042,3,S1,1
sk_02,B5817,3,S1,1
sk_03,B5817,3,S1,1
fb_01,B21443,3,S2,1
fb_02,B5817,3,S2,1
fb_03,B14953,3,S2,1
pr_01,B5817,3,S2,1
pr_02,B18200,3,S2,1
sk_01,B11805,3,S2,1
sk_02,B18200,3,S2,1
sk_03,B5817,3,S2,1
fb_01,B30103,3,S3,1
fb_02,B18200,3,S3,1
fb_03,B14953,3,S3,1
sk_01,B11805,3,S3,1
sk_02,B5817,3,S3,1
sk_03,B5817,3,S3,1
fb_01,B31203,4,S1,1
fb_02,B5817,4,S1,1
fb_03,B14953,4,S1,1
ld_01,B18200,4,S1,1
ld_02,B10412,4,S1,1
ld_03,B10412,4,S1,1
pr_01,B11042,4,S1,1
pr_02,B11805,4,S1,1
pr_03,B5817,4,S1,1
sk_01,B11805,4,S1,1
sk_02,B18200,4,S1,1
sk_03,B5817,4,S1,1
fb_01,B35154,4,S2,1
fb_02,B18200,4,S2,1
fb_03,B14953,4,S2,1
ld_01,B10412,4,S2,1
ld_02,B11042,4,S2,1
ld_03,B11042,4,S2,1
pr_01,B5817,4,S2,1
pr_02,B5817,4,S2,1
sk_01,B11805,4,S2,1
sk_02,B5817,4,S2,1
sk_03,B5817,4,S2,1
fb_01,B4497,4,S3,1
fb_02,B5817,4,S3,1
fb_03,B14953,4,S3,1
sk_01,B14953,4,S3,1
sk_02,B18200,4,S3,1
sk_03,B5817,4,S3,1
fb_01,B5817,5,S1,1
fb_02,B18200,5,S1,1
fb_03,B14953,5,S1,1
ld_01,B5817,5,S1,1
ld_02,B5817,5,S1,1
ld_03,B5817,5,S1,1
pr_01,B11805,5,S1,1
pr_02,B18200,5,S1,1
pr_03,B5817,5,S1,1
sk_01,B4497,5,S1,1
sk_02,B5817,5,S1,1
sk_03,B4497,5,S1,1
fb_01,B6017,5,S2,1
fb_02,B18200,5,S2,1
fb_03,B14953,5,S2,1
ld_01,B11805,5,S2,1
ld_02,B11042,5,S2,1
ld_03,B11042,5,S2,1
pr_01,B5817,5,S2,1
pr_02,B18200,5,S2,1
pr_03,B14953,5,S2,1
sk_01,B14953,5,S2,1
sk_02,B18200,5,S2,1
sk_03,B5817,5,S2,1
fb_01,B11805,5,S3,1
fb_02,B18200,5,S3,1
fb_03,B14953,5,S3,1
ld_01,B11805,5,S3,1
sk_01,B14953,5,S3,1
sk_02,B5817,5,S3,1
sk_03,B5817,5,S3,1
fb_01,B18200,6,S1,1
fb_02,B5817,6,S1,1
fb_03,B30099,6,S1,1
ld_01,B5817,6,S1,1
ld_02,B5817,6,S1,1
ld_03,B18200,6,S1,1
pr_01,B4497,6,S1,1
pr_02,B5817,6,S1,1
pr_03,B5817,6,S1,1
sk_01,B11805,6,S1,1
sk_02,B18200,6,S1,1
sk_03,B5817,6,S1,1
fb_01,B20631,6,S2,1
fb_02,B18200,6,S2,1
fb_03,B30099,6,S2,1
ld_01,B18200,6,S2,1
ld_02,B11805,6,S2,1
ld_03,B11805,6,S2,1
pr_01,B5817,6,S2,1
pr_02,B18200,6,S2,1
pr_03,B14953,6,S2,1
sk_01,B11805,6,S2,1
sk_02,B5817,6,S2,1
sk_03,B5817,6,S2,1
fb_01,B20632,6,S3,1
fb_02,B5817,6,S3,1
fb_03,B30099,6,S3,1
pr_01,B14953,6,S3,1
sk_01,B11805,6,S3,1
sk_02,B18200,6,S3,1
sk_03,B5817,6,S3,1
fb_01,B20673,7,S1,1
fb_02,B18200,7,S1,1
fb_03,B30099,7,S1,1
ld_01,B5817,7,S1,1
ld_02,B5817,7,S1,1
ld_03,B5817,7,S1,1
pr_01,B11805,7,S1,1
pr_02,B18200,7,S1,1
pr_03,B5817,7,S1,1
sk_01,B11805,7,S1,1
sk_02,B5817,7,S1,1
sk_03,B5817,7,S1,1
fb_01,B21443,7,S2,1
fb_02,B5817,7,S2,1
fb_03,B30099,7,S2,1
ld_01,B18200,7,S2,1
ld_02,B4497,7,S2,1
ld_03,B14953,7,S2,1
pr_01,B5817,7,S2,1
pr_02,B5817,7,S2,1
sk_01,B6017,7,S2,1
sk_02,B18200,7,S2,1
sk_03,B5817,7,S2,1
fb_01,B30103,7,S3,1
fb_02,B18200,7,S3,1
fb_03,B30099,7,S3,1
ld_01,B14953,7,S3,1
sk_01,B6017,7,S3,1
sk_02,B5817,7,S3,1
sk_03,B5817,7,S3,1
fb_01,B31203,8,S1,1
fb_02,B5817,8,S1,1
fb_03,B30099,8,S1,1
ld_01,B5817,8,S1,1
ld_02,B5817,8,S1,1
ld_03,B5817,8,S1,1
pr_01,B11805,8,S1,1
pr_02,B6017,8,S1,1
pr_03,B5817,8,S1,1
sk_01,B6017,8,S1,1
sk_02,B18200,8,S1,1
sk_03,B5817,8,S1,1
fb_01,B35154,8,S2,1
fb_02,B18200,8,S2,1
fb_03,B30099,8,S2,1
ld_01,B11805,8,S2,1
ld_02,B11805,8,S2,1
pr_01,B5817,8,S2,1
pr_02,B18200,8,S2,1
pr_03,B5817,8,S2,1
sk_01,B6017,8,S2,1
sk_02,B5817,8,S2,1
sk_03,B5817,8,S2,1
fb_01,B4497,8,S3,1
fb_02,B5817,8,S3,1
fb_03,B30099,8,S3,1
sk_01,B14953,8,S3,1
sk_02,B18200,8,S3,1
sk_03,B5817,8,S3,1
fb_01,B5817,9,S1,1
fb_02,B18200,9,S1,1
fb_03,B30099,9,S1,1
ld_01,B5817,9,S1,1
ld_02,B5817,9,S1,1
ld_03,B5817,9,S1,1
pr_01,B6017,9,S1,1
pr_02,B18200,9,S1,1
pr_03,B5817,9,S1,1
sk_01,B4497,9,S1,1
sk_02,B5817,9,S1,1
sk_03,B4497,9,S1,1
fb_01,B6017,9,S2,1
fb_02,B5817,9,S2,1
fb_03,B30099,9,S2,1
ld_01,B18200,9,S2,1
ld_02,B6017,9,S2,1
ld_03,B11805,9,S2,1
pr_01,B5817,9,S2,1
pr_02,B14953,9,S2,1
sk_01,B4497,9,S2,1
sk_02,B18200,9,S2,1
sk_03,B5817,9,S2,1
fb_01,B11805,9,S3,1
fb_02,B18200,9,S3,1
fb_03,B30099,9,S3,1
ld_01,B11805,9,S3,1
ld_02,B11805,9,S3,1
sk_01,B14953,9,S3,1
sk_02,B5817,9,S3,1
sk_03,B5817,9,S3,1
fb_01,B18200,10,S1,1
fb_02,B5817,10,S1,1
fb_03,B30099,10,S1,1
ld_01,B5817,10,S1,1
ld_02,B5817,10,S1,1
ld_03,B18200,10,S1,1
pr_01,B4497,10,S1,1
pr_02,B4497,10,S1,1
pr_03,B4497,10,S1,1
sk_01,B11805,10,S1,1
sk_02,B18200,10,S1,1
sk_03,B5817,10,S1,1
fb_01,B20631,10,S2,1
fb_02,B18200,10,S2,1
fb_03,B30099,10,S2,1
ld_01,B6017,10,S2,1
ld_02,B6017,10,S2,1
pr_01,B5817,10,S2,1
pr_02,B18200,10,S2,1
pr_03,B5817,10,S2,1
sk_01,B11805,10,S2,1
sk_02,B5817,10,S2,1
sk_03,B5817,10,S2,1
fb_01,B20632,10,S3,1
fb_02,B5817,10,S3,1
fb_03,B30099,10,S3,1
pr_01,B5817,10,S3,1
pr_02,B14953,10,S3,1
pr_03,B14953,10,S3,1
sk_01,B11805,10,S3,1
sk_02,B18200,10,S3,1
sk_03,B5817,10,S3,1
fb_01,B20673,11,S1,1
fb_02,B18200,11,S1,1
fb_03,B30099,11,S1,1
ld_01,B5817,11,S1,1
ld_02,B5817,11,S1,1
ld_03,B5817,11,S1,1
pr_01,B11805,11,S1,1
pr_02,B18200,11,S1,1
pr_03,B5817,11,S1,1
sk_01,B11805,11,S1,1
sk_02,B5817,11,S1,1
sk_03,B5817,11,S1,1
fb_01,B21443,11,S2,1
fb_02,B11805,11,S2,1
fb_03,B30099,11,S2,1
ld_01,B18200,11,S2,1
ld_02,B4497,11,S2,1
ld_03,B4497,11,S2,1
pr_01,B5817,11,S2,1
pr_02,B18200,11,S2,1
sk_01,B11805,11,S2,1
sk_02,B18200,11,S2,1
sk_03,B5817,11,S2,1
fb_01,B30103,11,S3,1
fb_02,B18200,11,S3,1
fb_03,B30099,11,S3,1
ld_01,B4497,11,S3,1
ld_02,B4497,11,S3,1
ld_03,B14953,11,S3,1
sk_01,B6017,11,S3,1
sk_02,B6017,11,S3,1
sk_03,B5817,11,S3,1
fb_01,B31203,12,S1,1
fb_02,B5817,12,S1,1
fb_03,B30099,12,S1,1
ld_01,B5817,12,S1,1
ld_02,B5817,12,S1,1
ld_03,B18200,12,S1,1
pr_01,B11805,12,S1,1
pr_02,B6017,12,S1,1
pr_03,B5817,12,S1,1
sk_01,B6017,12,S1,1
sk_02,B18200,12,S1,1
sk_03,B5817,12,S1,1
fb_01,B35154,12,S2,1
fb_02,B18200,12,S2,1
fb_03,B30099,12,S2,1
ld_01,B18200,12,S2,1
ld_02,B11805,12,S2,1
ld_03,B11805,12,S2,1
pr_01,B5817,12,S2,1
pr_02,B5817,12,S2,1
sk_01,B6017,12,S2,1
sk_02,B5817,12,S2,1
sk_03,B5817,12,S2,1
fb_01,B4497,12,S3,1
fb_02,B5817,12,S3,1
fb_03,B30099,12,S3,1
ld_01,B14953,12,S3,1
sk_01,B14953,12,S3,1
sk_02,B18200,12,S3,1
sk_03,B5817,12,S3,1
fb_01,B5817,13,S1,1
fb_02,B18200,13,S1,1
fb_03,B30099,13,S1,1
ld_01,B5817,13,S1,1
ld_02,B5817,13,S1,1
ld_03,B5817,13,S1,1
pr_01,B6017,13,S1,1
pr_02,B18200,13,S1,1
pr_03,B5817,13,S1,1
sk_01,B4497,13,S1,1
sk_02,B5817,13,S1,1
sk_03,B4497,13,S1,1
fb_01,B6017,13,S2,1
fb_02,B5817,13,S2,1
fb_03,B30099,13,S2,1
ld_01,B11805,13,S2,1
ld_02,B11805,13,S2,1
ld_03,B6017,13,S2,1
pr_01,B5817,13,S2,1
pr_02,B18200,13,S2,1
pr_03,B14953,13,S2,1
sk_01,B14953,13,S2,1
sk_02,B18200,13,S2,1
sk_03,B5817,13,S2,1
fb_01,B20673,13,S3,1
fb_02,B18200,13,S3,1
fb_03,B30099,13,S3,1
ld_01,B6017,13,S3,1
sk_01,B14953,13,S3,1
sk_02,B5817,13,S3,1
sk_03,B5817,13,S3,1
fb_01,B18200,14,S1,1
fb_02,B5817,14,S1,1
fb_03,B30099,14,S1,1
ld_01,B5817,14,S1,1
ld_02,B5817,14,S1,1
ld_03,B18200,14,S1,1
pr_01,B4497,14,S1,1
pr_02,B4497,14,S1,1
pr_03,B5817,14,S1,1
sk_01,B11805,14,S1,1
sk_02,B18200,14,S1,1
sk_03,B5817,14,S1,1
fb_01,B20631,14,S2,1
fb_02,B18200,14,S2,1
fb_03,B30099,14,S2,1
ld_01,B6017,14,S2,1
ld_02,B6017,14,S2,1
pr_01,B5817,14,S2,1
pr_02,B5817,14,S2,1
pr_03,B18200,14,S2,1
sk_01,B11805,14,S2,1
sk_02,B5817,14,S2,1
sk_03,B5817,14,S2,1
fb_01,B20632,14,S3,1
fb_02,B5817,14,S3,1
fb_03,B30099,14,S3,1
pr_01,B14953,14,S3,1
pr_02,B14953,14,S3,1
sk_01,B6017,14,S3,1
sk_02,B18200,14,S3,1
sk_03,B5817,14,S3,1
fb_01,B20673,15,S1,1
fb_02,B18200,15,S1,1
fb_03,B30099,15,S1,1
ld_01,B5817,15,S1,1
ld_02,B4497,15,S1,1
ld_03,B5817,15,S1,1
pr_01,B11805,15,S1,1
pr_02,B18200,15,S1,1
