machine_id,block_id,day,shift_id,assigned
fb_01,B42891,1,S1,1
fb_02,B65573,1,S1,1
fb_01,B44010,1,S2,1
fb_02,B65573,1,S2,1
fb_01,B45231,1,S3,1
fb_02,B65573,1,S3,1
fb_01,B65573,2,S1,1
fb_02,B45231,2,S1,1
sk_01,B45231,2,S1,1
sk_02,B44010,2,S1,1
fb_01,B55424,2,S2,1
fb_02,B45231,2,S2,1
sk_01,B65573,2,S2,1
sk_02,B65573,2,S2,1
fb_01,B45231,2,S3,1
fb_02,B44010,2,S3,1
sk_01,B65573,2,S3,1
sk_02,B65573,2,S3,1
fb_01,B42891,3,S1,1
fb_02,B44010,3,S1,1
pr_01,B65573,3,S1,1
sk_01,B55424,3,S1,1
sk_02,B45231,3,S1,1
fb_01,B44010,3,S2,1
fb_02,B44010,3,S2,1
pr_01,B65573,3,S2,1
sk_01,B45231,3,S2,1
sk_02,B45231,3,S2,1
fb_01,B44010,3,S3,1
fb_02,B44010,3,S3,1
pr_01,B65573,3,S3,1
sk_01,B65573,3,S3,1
sk_02,B65573,3,S3,1
fb_01,B53160,4,S1,1
fb_02,B44010,4,S1,1
ld_01,B65573,4,S1,1
pr_01,B45231,4,S1,1
sk_01,B65573,4,S1,1
sk_02,B44010,4,S1,1
fb_01,B55424,4,S2,1
fb_02,B44010,4,S2,1
ld_01,B65573,4,S2,1
pr_01,B45231,4,S2,1
sk_01,B42891,4,S2,1
sk_02,B44010,4,S2,1
fb_01,B44010,4,S3,1
fb_02,B44010,4,S3,1
ld_01,B65573,4,S3,1
pr_01,B45231,4,S3,1
sk_01,B42891,4,S3,1
sk_02,B45231,4,S3,1
fb_01,B42891,5,S1,1
fb_02,B44010,5,S1,1
ld_01,B45231,5,S1,1
pr_01,B45231,5,S1,1
sk_01,B53160,5,S1,1
sk_02,B44010,5,S1,1
fb_01,B44010,5,S2,1
fb_02,B44010,5,S2,1
ld_01,B45231,5,S2,1
pr_01,B65573,5,S2,1
sk_01,B44010,5,S2,1
sk_02,B44010,5,S2,1
fb_01,B53160,5,S3,1
fb_02,B53160,5,S3,1
ld_01,B45231,5,S3,1
pr_01,B65573,5,S3,1
sk_01,B44010,5,S3,1
sk_02,B44010,5,S3,1
fb_01,B53160,6,S1,1
fb_02,B53160,6,S1,1
ld_01,B65573,6,S1,1
pr_01,B44010,6,S1,1
sk_01,B53160,6,S1,1
sk_02,B44010,6,S1,1
fb_01,B55424,6,S2,1
fb_02,B53160,6,S2,1
ld_01,B45231,6,S2,1
pr_01,B53160,6,S2,1
sk_01,B42891,6,S2,1
sk_02,B44010,6,S2,1
fb_01,B53160,6,S3,1
fb_02,B42891,6,S3,1
ld_01,B65573,6,S3,1
pr_01,B65573,6,S3,1
sk_01,B44010,6,S3,1
sk_02,B44010,6,S3,1
fb_01,B42891,7,S1,1
fb_02,B42891,7,S1,1
ld_01,B65573,7,S1,1
pr_01,B44010,7,S1,1
sk_01,B53160,7,S1,1
sk_02,B44010,7,S1,1
fb_01,B42891,7,S2,1
fb_02,B42891,7,S2,1
ld_01,B65573,7,S2,1
pr_01,B44010,7,S2,1
sk_01,B53160,7,S2,1
sk_02,B44010,7,S2,1
fb_01,B42891,7,S3,1
fb_02,B42891,7,S3,1
ld_01,B65573,7,S3,1
pr_01,B44010,7,S3,1
sk_01,B53160,7,S3,1
sk_02,B44010,7,S3,1
fb_01,B55424,8,S1,1
fb_02,B42891,8,S1,1
ld_01,B44010,8,S1,1
pr_01,B45231,8,S1,1
sk_01,B42891,8,S1,1
sk_02,B44010,8,S1,1
fb_01,B55424,8,S2,1
fb_02,B42891,8,S2,1
ld_01,B44010,8,S2,1
pr_01,B44010,8,S2,1
sk_01,B42891,8,S2,1
sk_02,B44010,8,S2,1
fb_01,B42891,8,S3,1
fb_02,B42891,8,S3,1
ld_01,B44010,8,S3,1
pr_01,B44010,8,S3,1
sk_01,B53160,8,S3,1
sk_02,B44010,8,S3,1
fb_01,B42891,9,S1,1
fb_02,B42891,9,S1,1
ld_01,B44010,9,S1,1
pr_01,B44010,9,S1,1
sk_01,B53160,9,S1,1
sk_02,B44010,9,S1,1
fb_01,B42891,9,S2,1
fb_02,B42891,9,S2,1
ld_01,B44010,9,S2,1
pr_01,B44010,9,S2,1
sk_01,B42891,9,S2,1
sk_02,B44010,9,S2,1
fb_01,B42891,9,S3,1
fb_02,B55424,9,S3,1
ld_01,B45231,9,S3,1
pr_01,B44010,9,S3,1
sk_01,B42891,9,S3,1
sk_02,B55424,9,S3,1
fb_01,B55424,10,S1,1
fb_02,B55424,10,S1,1
ld_01,B44010,10,S1,1
pr_01,B44010,10,S1,1
sk_01,B42891,10,S1,1
sk_02,B42891,10,S1,1
fb_01,B55424,10,S2,1
fb_02,B55424,10,S2,1
ld_01,B44010,10,S2,1
pr_01,B44010,10,S2,1
sk_01,B42891,10,S2,1
sk_02,B42891,10,S2,1
fb_01,B42891,10,S3,1
fb_02,B55424,10,S3,1
ld_01,B44010,10,S3,1
pr_01,B44010,10,S3,1
sk_01,B42891,10,S3,1
sk_02,B55424,10,S3,1
fb_01,B55424,11,S1,1
fb_02,B55424,11,S1,1
ld_01,B44010,11,S1,1
pr_01,B44010,11,S1,1
sk_01,B42891,11,S1,1
sk_02,B42891,11,S1,1
fb_01,B55424,11,S2,1
fb_02,B55424,11,S2,1
ld_01,B44010,11,S2,1
pr_01,B44010,11,S2,1
sk_01,B42891,11,S2,1
sk_02,B42891,11,S2,1
fb_01,B55424,11,S3,1
fb_02,B55424,11,S3,1
ld_01,B44010,11,S3,1
pr_01,B44010,11,S3,1
sk_01,B42891,11,S3,1
sk_02,B42891,11,S3,1
fb_01,B55424,12,S1,1
fb_02,B55424,12,S1,1
ld_01,B44010,12,S1,1
pr_01,B45231,12,S1,1
sk_01,B42891,12,S1,1
sk_02,B42891,12,S1,1
fb_01,B55424,12,S2,1
fb_02,B55424,12,S2,1
ld_01,B44010,12,S2,1
pr_01,B45231,12,S2,1
sk_01,B42891,12,S2,1
sk_02,B44010,12,S2,1
fb_01,B55424,12,S3,1
fb_02,B55424,12,S3,1
ld_01,B44010,12,S3,1
pr_01,B44010,12,S3,1
sk_01,B44010,12,S3,1
sk_02,B44010,12,S3,1
fb_01,B55424,13,S1,1
fb_02,B55424,13,S1,1
ld_01,B44010,13,S1,1
pr_01,B44010,13,S1,1
sk_01,B42891,13,S1,1
sk_02,B42891,13,S1,1
fb_01,B55424,13,S2,1
ld_01,B45231,13,S2,1
pr_01,B44010,13,S2,1
sk_01,B44010,13,S2,1
sk_02,B55424,13,S2,1
ld_01,B45231,13,S3,1
pr_01,B44010,13,S3,1
sk_01,B44010,13,S3,1
sk_02,B55424,13,S3,1
ld_01,B44010,14,S1,1
pr_01,B53160,14,S1,1
sk_01,B42891,14,S1,1
sk_02,B55424,14,S1,1
ld_01,B44010,14,S2,1
pr_01,B53160,14,S2,1
sk_01,B55424,14,S2,1
sk_02,B55424,14,S2,1
ld_01,B44010,14,S3,1
pr_01,B53160,14,S3,1
sk_01,B55424,14,S3,1
sk_02,B55424,14,S3,1
ld_01,B53160,15,S1,1
pr_01,B53160,15,S1,1
sk_01,B55424,15,S1,1
sk_02,B55424,15,S1,1
ld_01,B53160,15,S2,1
pr_01,B53160,15,S2,1
sk_01,B55424,15,S2,1
sk_02,B55424,15,S2,1
pr_01,B53160,15,S3,1
sk_01,B55424,15,S3,1
sk_02,B55424,15,S3,1
ld_01,B53160,16,S1,1
pr_01,B53160,16,S1,1
sk_01,B55424,16,S1,1
sk_02,B55424,16,S1,1
ld_01,B53160,16,S2,1
pr_01,B44010,16,S2,1
sk_01,B55424,16,S2,1
sk_02,B55424,16,S2,1
pr_01,B44010,16,S3,1
sk_01,B55424,16,S3,1
sk_02,B55424,16,S3,1
ld_01,B53160,17,S1,1
pr_01,B44010,17,S1,1
sk_01,B55424,17,S1,1
sk_02,B55424,17,S1,1
ld_01,B44010,17,S2,1
pr_01,B44010,17,S2,1
sk_01,B55424,17,S2,1
sk_02,B55424,17,S2,1
ld_01,B44010,17,S3,1
pr_01,B44010,17,S3,1
sk_01,B55424,17,S3,1
sk_02,B55424,17,S3,1
ld_01,B44010,18,S1,1
pr_01,B42891,18,S1,1
sk_01,B55424,18,S1,1
sk_02,B55424,18,S1,1
ld_01,B44010,18,S2,1
pr_01,B42891,18,S2,1
sk_01,B55424,18,S2,1
sk_02,B55424,18,S2,1
pr_01,B42891,18,S3,1
sk_01,B55424,18,S3,1
sk_02,B55424,18,S3,1
ld_01,B42891,19,S1,1
pr_01,B42891,19,S1,1
sk_01,B55424,19,S1,1
sk_02,B55424,19,S1,1
ld_01,B42891,19,S2,1
pr_01,B44010,19,S2,1
sk_01,B55424,19,S2,1
sk_02,B55424,19,S2,1
pr_01,B42891,19,S3,1
sk_01,B44010,19,S3,1
sk_02,B55424,19,S3,1
ld_01,B42891,20,S1,1
pr_01,B42891,20,S1,1
ld_01,B44010,20,S2,1
pr_01,B42891,20,S2,1
pr_01,B42891,20,S3,1
ld_01,B42891,21,S1,1
pr_01,B42891,21,S1,1
ld_01,B42891,21,S2,1
pr_01,B42891,21,S2,1
pr_01,B42891,21,S3,1
ld_01,B42891,22,S1,1
pr_01,B42891,22,S1,1
ld_01,B42891,22,S2,1
pr_01,B42891,22,S2,1
pr_01,B42891,22,S3,1
ld_01,B42891,23,S1,1
pr_01,B42891,23,S1,1
ld_01,B42891,23,S2,1
pr_01,B42891,23,S2,1
pr_01,B42891,23,S3,1
ld_01,B42891,24,S1,1
pr_01,B42891,24,S1,1
ld_01,B42891,24,S2,1
pr_01,B42891,24,S2,1
pr_01,B42891,24,S3,1
ld_01,B42891,25,S1,1
pr_01,B42891,25,S1,1
ld_01,B42891,25,S2,1
pr_01,B42891,25,S2,1
pr_01,B42891,25,S3,1
ld_01,B42891,26,S1,1
pr_01,B42891,26,S1,1
ld_01,B42891,26,S2,1
pr_01,B42891,26,S2,1
pr_01,B42891,26,S3,1
ld_01,B42891,27,S1,1
pr_01,B42891,27,S1,1
ld_01,B42891,27,S2,1
pr_01,B42891,27,S2,1
pr_01,B42891,27,S3,1
ld_01,B42891,28,S1,1
pr_01,B42891,28,S1,1
ld_01,B42891,28,S2,1
pr_01,B44010,28,S2,1
pr_01,B44010,28,S3,1
ld_01,B42891,29,S1,1
pr_01,B53160,29,S1,1
ld_01,B44010,29,S2,1
pr_01,B53160,29,S2,1
ld_01,B44010,29,S3,1
pr_01,B53160,29,S3,1
ld_01,B53160,30,S1,1
pr_01,B55424,30,S1,1
ld_01,B53160,30,S2,1
pr_01,B53160,30,S2,1
pr_01,B55424,30,S3,1
ld_01,B55424,31,S1,1
pr_01,B55424,31,S1,1
ld_01,B53160,31,S2,1
pr_01,B55424,31,S2,1
pr_01,B55424,31,S3,1
ld_01,B55424,32,S1,1
pr_01,B55424,32,S1,1
ld_01,B55424,32,S2,1
pr_01,B55424,32,S2,1
pr_01,B55424,32,S3,1
ld_01,B55424,33,S1,1
pr_01,B55424,33,S1,1
ld_01,B55424,33,S2,1
pr_01,B55424,33,S2,1
pr_01,B55424,33,S3,1
ld_01,B55424,34,S1,1
pr_01,B55424,34,S1,1
ld_01,B55424,34,S2,1
pr_01,B55424,34,S2,1
pr_01,B55424,34,S3,1
ld_01,B55424,35,S1,1
pr_01,B55424,35,S1,1
ld_01,B55424,35,S2,1
pr_01,B55424,35,S2,1
pr_01,B42891,35,S3,1
ld_01,B55424,36,S1,1
pr_01,B55424,36,S1,1
ld_01,B42891,36,S2,1
pr_01,B55424,36,S2,1
pr_01,B55424,36,S3,1
ld_01,B55424,37,S1,1
pr_01,B55424,37,S1,1
ld_01,B55424,37,S2,1
pr_01,B55424,37,S2,1
pr_01,B55424,37,S3,1
ld_01,B55424,38,S1,1
pr_01,B55424,38,S1,1
ld_01,B55424,38,S2,1
pr_01,B55424,38,S2,1
pr_01,B55424,38,S3,1
ld_01,B55424,39,S1,1
pr_01,B55424,39,S1,1
ld_01,B55424,39,S2,1
pr_01,B55424,39,S2,1
pr_01,B55424,39,S3,1
ld_01,B55424,40,S1,1
pr_01,B55424,40,S1,1
ld_01,B55424,40,S2,1
pr_01,B55424,40,S2,1
pr_01,B55424,40,S3,1
ld_01,B55424,41,S1,1
pr_01,B55424,41,S1,1
pr_01,B55424,41,S2,1
pr_01,B55424,41,S3,1
ld_01,B55424,42,S1,1
pr_01,B55424,42,S1,1
ld_01,B55424,42,S2,1
pr_01,B55424,42,S2,1
pr_01,B55424,42,S3,1
ld_01,B55424,43,S1,1
pr_01,B42891,43,S1,1
ld_01,B55424,43,S2,1
pr_01,B42891,43,S2,1
pr_01,B42891,43,S3,1
ld_01,B42891,44,S1,1
pr_01,B42891,44,S1,1
ld_01,B42891,44,S2,1
pr_01,B42891,44,S2,1
pr_01,B42891,44,S3,1
ld_01,B42891,45,S1,1
pr_01,B55424,45,S1,1
ld_01,B42891,45,S2,1
pr_01,B55424,45,S2,1
ld_01,B42891,45,S3,1
pr_01,B55424,45,S3,1
ld_01,B55424,46,S1,1
pr_01,B55424,46,S1,1
ld_01,B55424,46,S2,1
pr_01,B55424,46,S2,1
pr_01,B55424,46,S3,1
ld_01,B55424,47,S1,1
pr_01,B55424,47,S1,1
ld_01,B55424,47,S2,1
pr_01,B55424,47,S2,1
pr_01,B55424,47,S3,1
ld_01,B55424,48,S1,1
pr_01,B55424,48,S1,1
ld_01,B55424,48,S2,1
pr_01,B55424,48,S2,1
