FID_TSA_AuthorizedBlocks,FIRST_TSNMBRDSCR,MEAN_LIVE_STAND_VOLUME_125,SUM_FEATURE_AREA_HA,MEAN_VRI_LIVE_STEMS_PER_HA,MEAN_MEAN,rand_val,Stand_volume_m3,Shape_Length,Shape_Area
74735,Kamloops TSA,97.256000000000000,52.206446310000004,419.500000000000000,22.744450877694526,0.998748741111484,5077.390142325360102,1059.781152056984638,14262.760882773662161
76319,Kamloops TSA,44.855888888888892,145.689570799999984,529.888888888888914,15.410470974317160,0.998931852168340,6535.035200074710701,4669.243152858007306,35618.682873613754055
76352,Kamloops TSA,42.876090909090912,130.739089160000020,420.848484848484873,14.361759475493363,0.998504593035676,5605.581072195903289,5813.233419967018563,33098.336979178180627
77252,Kamloops TSA,11.263500000000001,47.310239440000004,715.500000000000000,14.163720130920410,0.998840296639912,532.878881932440095,516.920785526567556,862.073777618594022
77300,Kamloops TSA,76.183999999999997,4.121901850000000,233.000000000000000,,0.999176000244148,314.022970540399967,151.238690361748269,70.312344100944344
77363,Kamloops TSA,240.915000000000020,53.331869440000006,399.000000000000000,,0.999572740867336,12848.447326137602431,67.467819655760010,0.160796269852785
77651,Kamloops TSA,95.515000000000001,47.189099540000001,768.000000000000000,,0.999694814905240,4507.266842563099999,2.265586573341394,0.014102194494285
77718,Kamloops TSA,21.138249999999999,140.804673419999972,274.000000000000000,,0.998718222602008,2976.364387920314130,160.345181989900055,78.358954759652576
78567,Kamloops TSA,96.342000000000027,47.126720540000001,281.166666666666686,20.146163940429688,0.998535111545152,4540.282510264681150,1062.372398856330619,237.033781278514169
78910,Kamloops TSA,242.788333333333327,47.996019530000005,592.333333333333371,,0.998352000488296,11652.873588322818250,205.689319312846436,313.007080953238585
79027,Kamloops TSA,41.997086956521748,17.025003719999997,100.652173913043484,14.834925681596751,0.998687704092532,715.000561663946087,3292.484372946476469,34846.256343068816932
80395,Kamloops TSA,82.858333333333334,50.557823360000000,520.000000000000000,5.343297719955444,0.999389629810480,4189.136980570666310,407.701828367680605,652.320970048211052
81779,Kamloops TSA,66.454000000000008,14.691861149999999,1377.000000000000000,,0.999664296395764,976.332940862100031,5.112172455170861,1.684224848956497
81877,Kamloops TSA,137.164000000000016,7.533978770000000,448.000000000000000,,0.998321481978820,1033.390664008280055,40.477896680577551,15.097962627568247
82792,Kamloops TSA,212.850999999999999,17.000375940000001,1114.000000000000000,,0.999572740867336,3618.547019204940170,48.998512299633234,10.428064078717991
83275,Kamloops TSA,116.750000000000000,20.056687310000001,652.000000000000000,,0.999816888943144,2341.618243442499988,114.997896809861501,315.014434230578900
83630,Kamloops TSA,116.750000000000000,20.056687310000001,652.000000000000000,25.745672988891602,0.998962370677816,2341.618243442499988,401.425595611137737,1233.737827736758391
84093,Kamloops TSA,190.561000000000007,8.293126989999999,349.000000000000000,,0.998596148564104,1580.346572341389901,42.214607427919191,0.190688280134530
