FID_TSA_AuthorizedBlocks,FIRST_TSNMBRDSCR,MEAN_LIVE_STAND_VOLUME_125,SUM_FEATURE_AREA_HA,MEAN_VRI_LIVE_STEMS_PER_HA,MEAN_MEAN,rand_vol,rand_vol1,Stand_volume_m3,Shape_Length,Shape_Area
4497,North Island TSA,538.275200000000041,40.584316770000001,617.399999999999977,4.622129163467197,0.100527970213935,0.998687704092532,21845.531226235107169,3750.720787863966507,57242.372321715149155
5817,North Island TSA,500.717346153845938,381.561622490000104,965.980769230769283,36.432437449574586,0.202459791863765,0.998748741111484,191054.523007348470856,15382.029162585646191,1484404.387970713665709
6017,North Island TSA,669.891285714285800,68.662673250000012,492.571428571428555,59.213950475056969,0.435041352580340,0.999206518753624,45996.526464022404980,1214.369501663365554,5022.241888755204855
8121,North Island TSA,129.096000000000004,22.137638090000003,688.000000000000000,,0.326395458845790,0.999694814905240,2857.880526866640594,60.530782974493377,0.221772874305273
10412,North Island TSA,746.625000000000000,1.822383690000000,220.000000000000000,,0.527237769707327,0.999206518753624,1360.637222546250086,0.131812513539762,0.000103584989403
11042,North Island TSA,783.652000000000044,3.343623340000000,449.000000000000000,42.229679107666016,0.386181218909268,0.999237037263100,2620.237117637680058,177.213890369699357,717.018579279468099
11805,North Island TSA,844.763000000000034,14.221326290000000,514.000000000000000,,0.296029541917173,0.998931852168340,12013.650260719270591,92.576764743550783,20.453049658132638
12039,North Island TSA,189.183500000000009,26.392348550000001,569.000000000000000,40.556875501360210,0.751792962431715,0.998870815149388,4992.996871908925641,997.607737691539228,9092.476686792588225
14953,North Island TSA,182.578000000000003,51.616439390000004,696.000000000000000,22.137840827306110,0.185827204199347,0.998870815149388,9424.026270947420926,510.210594553526562,2548.968998093468599
18200,North Island TSA,373.136640000000057,336.846047010000007,953.600000000000023,47.449580518645035,0.951567125461593,0.999816888943144,125689.602178593471763,7854.800151365821876,709044.671942831366323
20631,North Island TSA,186.440937500000018,109.879314890000018,263.250000000000000,42.495169606473709,0.798150578325755,0.999450666829432,20486.002479949314875,3475.475800736870951,13692.581173708216738
20632,North Island TSA,186.440937500000018,109.879314890000018,263.250000000000000,42.495169606473709,0.145878475295267,0.998840296639912,20486.002479949314875,3475.475800736870951,13692.581173708216738
20673,North Island TSA,594.337874999999940,174.282451680000008,432.375000000000000,44.189232761545099,0.056337168492691,0.999847407452620,103582.661981281373301,7421.716489378679398,21678.127272615987749
21443,North Island TSA,595.878333333333330,67.341284919999993,580.333333333333371,34.099469048636301,0.380535294656209,0.999572740867336,40127.212622654726147,576.654530261093214,2577.527892432113276
30099,North Island TSA,305.598000000000013,164.588606269999985,812.230769230769283,64.634025191317718,0.963744010742515,0.998840296639912,50297.948898899456253,3070.339219670982857,546160.975754743209109
30103,North Island TSA,281.556000000000040,126.087349769999975,734.285714285714334,32.864855051029267,0.623706778160955,0.999298074282052,35500.649851842121279,5026.571518130033837,330594.198755347053520
31203,North Island TSA,317.626857142857205,95.543822030000001,1191.857142857142890,49.385767106642447,0.510269478438673,0.999633777886288,30347.283910805384949,3421.539077571126654,239217.190916273393668
35154,North Island TSA,566.736000000000104,65.403048339999998,717.000000000000000,28.305607044696806,0.823847163304544,0.999206518753624,37066.262004018244625,1475.197036737771441,9695.510487229870705
