id,work_required,volume_per_ha,stem_density_per_ha,area_ha,ground_slope_percent,harvest_system_id
74735,5077.39014232536,97.256,419.5,52.20644631,22.74445087769453,ground_fb_loader_liveheel
76319,6535.03520007471,44.855888888888884,529.8888888888889,145.68957079999998,15.41047097431716,ground_fb_loader_liveheel
76352,5605.581072195903,42.87609090909091,420.8484848484849,130.73908916000002,14.361759475493365,ground_fb_loader_liveheel
77252,532.87888193244,11.2635,715.5,47.31023944,14.16372013092041,ground_fb_loader_liveheel
77300,314.02297054039997,76.18399999999998,233.0,4.12190185,,ground_fb_loader_liveheel
77363,12848.4473261376,240.915,399.0,53.331869440000006,,ground_fb_loader_liveheel
77651,4507.2668425631,95.515,768.0,47.18909954,,ground_fb_loader_liveheel
77718,2976.364387920314,21.13825,274.0,140.80467341999997,,ground_fb_loader_liveheel
78567,4540.282510264681,96.34200000000001,281.1666666666667,47.12672054,20.146163940429688,ground_fb_loader_liveheel
78910,11652.873588322815,242.78833333333327,592.3333333333334,47.996019530000005,,ground_fb_loader_liveheel
79027,715.0005616639462,41.997086956521755,100.65217391304348,17.025003719999997,14.834925681596753,ground_fb_loader_liveheel
80395,4189.136980570666,82.85833333333333,520.0,50.55782336,5.343297719955444,ground_fb_loader_liveheel
81779,976.3329408621,66.45400000000001,1377.0,14.69186115,,ground_fb_loader_liveheel
81877,1033.3906640082798,137.164,448.0,7.53397877,,ground_fb_loader_liveheel
82792,3618.54701920494,212.851,1114.0,17.00037594,,ground_fb_loader_liveheel
83275,2341.6182434425,116.75,652.0,20.05668731,,ground_fb_loader_liveheel
83630,2341.6182434425,116.75,652.0,20.05668731,25.7456729888916,ground_fb_loader_liveheel
84093,1580.34657234139,190.561,349.0,8.29312699,,ground_fb_loader_liveheel
86553,10418.18850265622,150.293,479.88888888888886,69.31918653999999,21.993539153326907,ground_fb_loader_liveheel
86575,3563.9428380397608,244.93600000000004,459.5,14.55050641,9.26013731956482,ground_fb_loader_liveheel
86857,115576.79115852478,145.18973684210528,550.5087719298244,796.0396765799999,22.48082966132805,ground_fb_loader_liveheel
86909,69348.10532032796,147.31939393939396,862.3030303030303,470.7330343000001,24.80753224641219,ground_fb_loader_liveheel
88406,14780.836733802827,200.6312,973.6,73.67167585999998,45.65290124075753,ground_fb_loader_liveheel
88642,3143.5984367944598,574.282,375.0,5.473963029999999,35.38775634765625,ground_fb_loader_liveheel
88901,3778.3178170622805,94.86800000000001,222.0,39.82710521,,ground_fb_loader_liveheel
91173,5194.48377923778,231.954,476.5,22.39445657,,ground_fb_loader_liveheel
91223,239.82870518577997,13.898,1005.0,17.256346609999998,6.247060298919678,ground_fb_loader_liveheel
91247,24981.831424192977,155.60966666666667,797.7777777777777,160.54164217,9.016190552711487,ground_fb_loader_liveheel
91454,117.00663440093999,13.914,1029.0,8.409273709999999,35.82616424560547,ground_fb_loader_liveheel
91777,26.568337876340003,1.522,237.0,17.45620097,27.814573287963867,ground_fb_loader_liveheel
92367,67.40947169792,19.168666666666667,871.3333333333333,3.51664896,,ground_fb_loader_liveheel
92731,9592.49314146087,328.7085,506.0,29.18237022,,ground_fb_loader_liveheel
92912,4626.190112597922,99.4863333333333,456.33333333333326,46.50076003,,ground_fb_loader_liveheel
92962,11114.358417081126,206.13133333333332,316.0,53.91882077,,ground_fb_loader_liveheel
94657,7341.225858528539,108.643,389.0,67.57200977999999,,ground_fb_loader_liveheel
95247,22150.639572432385,224.54825,746.5,98.64534491999999,,ground_fb_loader_liveheel
95834,3841.540042323,185.82,605.0,20.67344765,19.393898010253903,ground_fb_loader_liveheel
96294,4831.46508728452,151.17100000000002,270.0,31.96026412,27.086469136751617,ground_fb_loader_liveheel
98430,7318.38457688591,223.121,550.0,32.80007071,17.739523887634277,ground_fb_loader_liveheel
98643,174.88265759417501,21.4675,25.5,8.14639141,25.5848495165507,ground_fb_loader_liveheel
