FID_TSA_AuthorizedBlocks,FIRST_TSNMBRDSCR,MEAN_LIVE_STAND_VOLUME_125,SUM_FEATURE_AREA_HA,MEAN_VRI_LIVE_STEMS_PER_HA,MEAN_MEAN,rand_val,Shape_Length,Shape_Area,Stand_volume_m3
74735,Kamloops TSA,97.256000000000000,52.206446310000004,419.500000000000000,22.744450877694526,0.998748741111484,1059.781152056984638,14262.760882773662161,5077.390142325360102
76319,Kamloops TSA,44.855888888888892,145.689570799999984,529.888888888888914,15.410470974317160,0.998931852168340,4669.243152858007306,35618.682873613754055,6535.035200074710701
76352,Kamloops TSA,42.876090909090912,130.739089160000020,420.848484848484873,14.361759475493363,0.998504593035676,5813.233419967018563,33098.336979178180627,5605.581072195903289
77252,Kamloops TSA,11.263500000000001,47.310239440000004,715.500000000000000,14.163720130920410,0.998840296639912,516.920785526567556,862.073777618594022,532.878881932440095
77300,Kamloops TSA,76.183999999999997,4.121901850000000,233.000000000000000,,0.999176000244148,151.238690361748269,70.312344100944344,314.022970540399967
77363,Kamloops TSA,240.915000000000020,53.331869440000006,399.000000000000000,,0.999572740867336,67.467819655760010,0.160796269852785,12848.447326137602431
77651,Kamloops TSA,95.515000000000001,47.189099540000001,768.000000000000000,,0.999694814905240,2.265586573341394,0.014102194494285,4507.266842563099999
77718,Kamloops TSA,21.138249999999999,140.804673419999972,274.000000000000000,,0.998718222602008,160.345181989900055,78.358954759652576,2976.364387920314130
78567,Kamloops TSA,96.342000000000027,47.126720540000001,281.166666666666686,20.146163940429688,0.998535111545152,1062.372398856330619,237.033781278514169,4540.282510264681150
78910,Kamloops TSA,242.788333333333327,47.996019530000005,592.333333333333371,,0.998352000488296,205.689319312846436,313.007080953238585,11652.873588322818250
79027,Kamloops TSA,41.997086956521748,17.025003719999997,100.652173913043484,14.834925681596751,0.998687704092532,3292.484372946476469,34846.256343068816932,715.000561663946087
80395,Kamloops TSA,82.858333333333334,50.557823360000000,520.000000000000000,5.343297719955444,0.999389629810480,407.701828367680605,652.320970048211052,4189.136980570666310
81779,Kamloops TSA,66.454000000000008,14.691861149999999,1377.000000000000000,,0.999664296395764,5.112172455170861,1.684224848956497,976.332940862100031
81877,Kamloops TSA,137.164000000000016,7.533978770000000,448.000000000000000,,0.998321481978820,40.477896680577551,15.097962627568247,1033.390664008280055
82792,Kamloops TSA,212.850999999999999,17.000375940000001,1114.000000000000000,,0.999572740867336,48.998512299633234,10.428064078717991,3618.547019204940170
83275,Kamloops TSA,116.750000000000000,20.056687310000001,652.000000000000000,,0.999816888943144,114.997896809861501,315.014434230578900,2341.618243442499988
83630,Kamloops TSA,116.750000000000000,20.056687310000001,652.000000000000000,25.745672988891602,0.998962370677816,401.425595611137737,1233.737827736758391,2341.618243442499988
84093,Kamloops TSA,190.561000000000007,8.293126989999999,349.000000000000000,,0.998596148564104,42.214607427919191,0.190688280134530,1580.346572341389901
86553,Kamloops TSA,150.293000000000006,69.319186539999990,479.888888888888914,21.993539153326907,0.999938962981048,3817.387236906139606,78839.413206153971259,10418.188502656219498
86575,Kamloops TSA,244.936000000000035,14.550506410000001,459.500000000000000,9.260137319564819,1.000000000000000,1218.749882652189626,952.535201507930765,3563.942838039760773
86857,Kamloops TSA,145.189736842105276,796.039676579999878,550.508771929824547,22.480829661328048,0.999969481490524,15461.583298869101782,302264.749247345083859,115576.791158524778439
86909,Kamloops TSA,147.319393939393962,470.733034300000099,862.303030303030255,24.807532246412190,0.999114963225196,12206.022949229391088,1043253.905389214633033,69348.105320327958907
88406,Kamloops TSA,200.631199999999978,73.671675859999993,973.600000000000023,45.652901240757529,0.999816888943144,1192.936719513468688,12464.401901197943516,14780.836733802829258
88642,Kamloops TSA,574.282000000000039,5.473963029999999,375.000000000000000,35.387756347656250,0.999908444471572,448.810094632306857,1332.544322289207230,3143.598436794459758
88901,Kamloops TSA,94.868000000000009,39.827105209999999,222.000000000000000,,0.998901333658864,6.381964592794365,0.003676104584322,3778.317817062280483
