FID_TSA_AuthorizedBlocks,FIRST_TSNMBRDSCR,MEAN_LIVE_STAND_VOLUME_125,SUM_FEATURE_AREA_HA,MEAN_VRI_LIVE_STEMS_PER_HA,MEAN_MEAN,rand_val,Shape_Length,Shape_Area,Stand_volume_m3
91173,Kamloops TSA,231.954000000000008,22.394456569999999,476.500000000000000,,0.999328592791528,781.685874228236685,1.209228018782007,5194.483779237780254
91223,Kamloops TSA,13.898000000000001,17.256346609999998,1005.000000000000000,6.247060298919678,0.998596148564104,179.830201875842505,263.789939416784534,239.828705185779995
91247,Kamloops TSA,155.609666666666669,160.541642170000017,797.777777777777828,9.016190552711487,0.998779259620960,924.980420274627704,3825.806566017518435,24981.831424192980194
91454,Kamloops TSA,13.914000000000001,8.409273709999999,1029.000000000000000,35.826164245605469,0.998565630054628,103.269036151361362,338.400614338860237,117.006634400940001
91777,Kamloops TSA,1.522000000000000,17.456200970000001,237.000000000000000,27.814573287963867,0.999084444715720,207.615418622623451,538.199922028226865,26.568337876340006
92367,Kamloops TSA,19.168666666666667,3.516648960000000,871.333333333333371,,0.998443556016724,83.397212848377038,9.501657648970982,67.409471697920011
92731,Kamloops TSA,328.708500000000015,29.182370219999996,506.000000000000000,,0.999511703848384,293.910231593517381,106.107276266344186,9592.493141460869083
92912,Kamloops TSA,99.486333333333334,46.500760029999995,456.333333333333314,,0.999237037263100,15.892649279353810,0.017139555089977,4626.190112597922962
92962,Kamloops TSA,206.131333333333345,53.918820769999996,316.000000000000000,,0.999786370433668,129.598482122360878,37.852652645535137,11114.358417081126390
94657,Kamloops TSA,108.643000000000001,67.572009779999988,389.000000000000000,,0.999725333414716,4.905338282278882,0.657435198525521,7341.225858528538993
95247,Kamloops TSA,224.548249999999996,98.645344919999985,746.500000000000000,,0.999145481734672,358.194352953449595,120.312183893583267,22150.639572432384739
95834,Kamloops TSA,185.819999999999993,20.673447650000000,605.000000000000000,19.393898010253906,0.999328592791528,210.410826677371119,749.287258497077687,3841.540042322999852
96294,Kamloops TSA,151.171000000000021,31.960264120000001,270.000000000000000,27.086469136751617,0.999877925962096,501.131993812814812,9258.425128339327784,4831.465087284520450
98430,Kamloops TSA,223.121000000000009,32.800070710000000,550.000000000000000,17.739523887634277,0.999664296395764,486.086307747691194,725.416815612252321,7318.384576885910064
