machine_id,day,available
fb_02,17,1
fb_02,18,1
fb_02,19,1
fb_02,20,1
fb_02,21,1
fb_02,22,1
fb_02,23,1
fb_02,24,1
fb_02,25,1
fb_02,26,1
fb_02,27,1
fb_02,28,1
fb_02,29,1
fb_02,30,1
fb_02,31,1
fb_02,32,1
fb_02,33,1
fb_02,34,1
fb_02,35,1
fb_02,36,1
fb_02,37,1
fb_02,38,1
fb_02,39,1
fb_02,40,1
fb_02,41,1
fb_02,42,1
fb_02,43,1
fb_02,44,1
fb_02,45,1
fb_02,46,1
fb_02,47,1
fb_02,48,1
fb_02,49,1
fb_02,50,1
fb_02,51,1
fb_02,52,1
fb_02,53,1
fb_02,54,1
fb_02,55,1
fb_02,56,1
fb_02,57,1
fb_02,58,1
fb_02,59,1
fb_02,60,1
fb_02,61,1
fb_02,62,1
fb_02,63,1
fb_02,64,1
fb_02,65,1
fb_02,66,1
fb_02,67,1
fb_02,68,1
fb_02,69,1
fb_02,70,1
fb_02,71,1
fb_02,72,1
fb_02,73,1
fb_02,74,1
fb_02,75,1
fb_02,76,1
fb_02,77,1
fb_02,78,1
fb_02,79,1
fb_02,80,1
fb_02,81,1
fb_02,82,1
fb_02,83,1
fb_02,84,1
fb_02,85,1
fb_02,86,1
fb_02,87,1
fb_02,88,1
fb_02,89,1
fb_02,90,1
fb_02,91,1
fb_02,92,1
fb_02,93,1
fb_02,94,1
fb_02,95,1
fb_02,96,1
fb_02,97,1
fb_02,98,1
fb_02,99,1
fb_02,100,1
fb_02,101,1
fb_02,102,1
fb_02,103,1
fb_02,104,1
fb_02,105,1
fb_02,106,1
fb_02,107,1
fb_02,108,1
fb_02,109,1
fb_02,110,1
fb_02,111,1
fb_02,112,1
fb_03,1,1
fb_03,2,1
fb_03,3,1
fb_03,4,1
fb_03,5,1
fb_03,6,1
fb_03,7,1
fb_03,8,1
fb_03,9,1
fb_03,10,1
fb_03,11,1
fb_03,12,1
fb_03,13,1
fb_03,14,1
fb_03,15,1
fb_03,16,1
fb_03,17,1
fb_03,18,1
fb_03,19,1
fb_03,20,1
fb_03,21,1
fb_03,22,1
fb_03,23,1
fb_03,24,1
fb_03,25,1
fb_03,26,1
fb_03,27,1
fb_03,28,1
fb_03,29,1
fb_03,30,1
fb_03,31,1
fb_03,32,1
fb_03,33,1
fb_03,34,1
fb_03,35,1
fb_03,36,1
fb_03,37,1
fb_03,38,1
fb_03,39,1
fb_03,40,1
fb_03,41,1
fb_03,42,1
fb_03,43,1
fb_03,44,1
fb_03,45,1
fb_03,46,1
fb_03,47,1
fb_03,48,1
fb_03,49,1
fb_03,50,1
fb_03,51,1
fb_03,52,1
fb_03,53,1
fb_03,54,1
fb_03,55,1
fb_03,56,1
fb_03,57,1
fb_03,58,1
fb_03,59,1
fb_03,60,1
fb_03,61,1
fb_03,62,1
fb_03,63,1
fb_03,64,1
fb_03,65,1
fb_03,66,1
fb_03,67,1
fb_03,68,1
fb_03,69,1
fb_03,70,1
fb_03,71,1
fb_03,72,1
fb_03,73,1
fb_03,74,1
fb_03,75,1
fb_03,76,1
fb_03,77,1
fb_03,78,1
fb_03,79,1
fb_03,80,1
fb_03,81,1
fb_03,82,1
fb_03,83,1
fb_03,84,1
fb_03,85,1
fb_03,86,1
fb_03,87,1
fb_03,88,1
fb_03,89,1
fb_03,90,1
fb_03,91,1
fb_03,92,1
fb_03,93,1
fb_03,94,1
fb_03,95,1
fb_03,96,1
fb_03,97,1
fb_03,98,1
fb_03,99,1
fb_03,100,1
fb_03,101,1
fb_03,102,1
fb_03,103,1
fb_03,104,1
fb_03,105,1
fb_03,106,1
fb_03,107,1
fb_03,108,1
fb_03,109,1
fb_03,110,1
fb_03,111,1
fb_03,112,1
fb_04,1,1
fb_04,2,1
fb_04,3,1
fb_04,4,1
fb_04,5,1
fb_04,6,1
fb_04,7,1
fb_04,8,1
fb_04,9,1
fb_04,10,1
fb_04,11,1
fb_04,12,1
fb_04,13,1
fb_04,14,1
fb_04,15,1
fb_04,16,1
fb_04,17,1
fb_04,18,1
fb_04,19,1
fb_04,20,1
fb_04,21,1
fb_04,22,1
fb_04,23,1
fb_04,24,1
fb_04,25,1
fb_04,26,1
fb_04,27,1
fb_04,28,1
fb_04,29,1
fb_04,30,1
fb_04,31,1
fb_04,32,1
fb_04,33,1
fb_04,34,1
fb_04,35,1
fb_04,36,1
fb_04,37,1
fb_04,38,1
fb_04,39,1
fb_04,40,1
fb_04,41,1
fb_04,42,1
fb_04,43,1
fb_04,44,1
fb_04,45,1
fb_04,46,1
fb_04,47,1
fb_04,48,1
fb_04,49,1
fb_04,50,1
fb_04,51,1
fb_04,52,1
fb_04,53,1
fb_04,54,1
fb_04,55,1
fb_04,56,1
fb_04,57,1
fb_04,58,1
fb_04,59,1
fb_04,60,1
fb_04,61,1
fb_04,62,1
fb_04,63,1
fb_04,64,1
fb_04,65,1
fb_04,66,1
fb_04,67,1
fb_04,68,1
fb_04,69,1
fb_04,70,1
fb_04,71,1
fb_04,72,1
fb_04,73,1
fb_04,74,1
fb_04,75,1
fb_04,76,1
fb_04,77,1
fb_04,78,1
fb_04,79,1
fb_04,80,1
fb_04,81,1
fb_04,82,1
fb_04,83,1
fb_04,84,1
fb_04,85,1
fb_04,86,1
fb_04,87,1
fb_04,88,1
fb_04,89,1
fb_04,90,1
fb_04,91,1
fb_04,92,1
fb_04,93,1
fb_04,94,1
fb_04,95,1
fb_04,96,1
fb_04,97,1
fb_04,98,1
fb_04,99,1
fb_04,100,1
fb_04,101,1
fb_04,102,1
fb_04,103,1
fb_04,104,1
fb_04,105,1
fb_04,106,1
fb_04,107,1
fb_04,108,1
fb_04,109,1
fb_04,110,1
fb_04,111,1
fb_04,112,1
fb_05,1,1
fb_05,2,1
fb_05,3,1
fb_05,4,1
fb_05,5,1
fb_05,6,1
fb_05,7,1
fb_05,8,1
fb_05,9,1
fb_05,10,1
fb_05,11,1
fb_05,12,1
fb_05,13,1
fb_05,14,1
fb_05,15,1
fb_05,16,1
fb_05,17,1
fb_05,18,1
fb_05,19,1
fb_05,20,1
fb_05,21,1
fb_05,22,1
fb_05,23,1
fb_05,24,1
fb_05,25,1
fb_05,26,1
fb_05,27,1
fb_05,28,1
fb_05,29,1
fb_05,30,1
fb_05,31,1
fb_05,32,1
fb_05,33,1
fb_05,34,1
fb_05,35,1
fb_05,36,1
fb_05,37,1
fb_05,38,1
fb_05,39,1
fb_05,40,1
fb_05,41,1
fb_05,42,1
fb_05,43,1
fb_05,44,1
fb_05,45,1
fb_05,46,1
fb_05,47,1
fb_05,48,1
fb_05,49,1
fb_05,50,1
fb_05,51,1
fb_05,52,1
fb_05,53,1
fb_05,54,1
fb_05,55,1
fb_05,56,1
fb_05,57,1
fb_05,58,1
fb_05,59,1
fb_05,60,1
fb_05,61,1
fb_05,62,1
fb_05,63,1
fb_05,64,1
fb_05,65,1
fb_05,66,1
fb_05,67,1
fb_05,68,1
fb_05,69,1
fb_05,70,1
fb_05,71,1
fb_05,72,1
fb_05,73,1
fb_05,74,1
fb_05,75,1
fb_05,76,1
fb_05,77,1
fb_05,78,1
fb_05,79,1
fb_05,80,1
fb_05,81,1
fb_05,82,1
fb_05,83,1
fb_05,84,1
fb_05,85,1
fb_05,86,1
fb_05,87,1
fb_05,88,1
fb_05,89,1
fb_05,90,1
fb_05,91,1
fb_05,92,1
fb_05,93,1
fb_05,94,1
fb_05,95,1
fb_05,96,1
fb_05,97,1
fb_05,98,1
fb_05,99,1
fb_05,100,1
fb_05,101,1
fb_05,102,1
fb_05,103,1
fb_05,104,1
fb_05,105,1
fb_05,106,1
fb_05,107,1
fb_05,108,1
fb_05,109,1
fb_05,110,1
fb_05,111,1
fb_05,112,1
fb_06,1,1
fb_06,2,1
fb_06,3,1
fb_06,4,1
fb_06,5,1
fb_06,6,1
fb_06,7,1
fb_06,8,1
fb_06,9,1
fb_06,10,1
fb_06,11,1
fb_06,12,1
fb_06,13,1
fb_06,14,1
fb_06,15,1
fb_06,16,1
fb_06,17,1
fb_06,18,1
fb_06,19,1
fb_06,20,1
fb_06,21,1
fb_06,22,1
fb_06,23,1
fb_06,24,1
fb_06,25,1
fb_06,26,1
fb_06,27,1
fb_06,28,1
fb_06,29,1
fb_06,30,1
fb_06,31,1
fb_06,32,1
fb_06,33,1
fb_06,34,1
fb_06,35,1
fb_06,36,1
fb_06,37,1
fb_06,38,1
fb_06,39,1
fb_06,40,1
fb_06,41,1
fb_06,42,1
fb_06,43,1
fb_06,44,1
fb_06,45,1
fb_06,46,1
fb_06,47,1
fb_06,48,1
fb_06,49,1
fb_06,50,1
fb_06,51,1
fb_06,52,1
fb_06,53,1
fb_06,54,1
fb_06,55,1
fb_06,56,1
fb_06,57,1
fb_06,58,1
fb_06,59,1
fb_06,60,1
fb_06,61,1
fb_06,62,1
fb_06,63,1
fb_06,64,1
fb_06,65,1
fb_06,66,1
fb_06,67,1
fb_06,68,1
fb_06,69,1
fb_06,70,1
fb_06,71,1
fb_06,72,1
fb_06,73,1
fb_06,74,1
fb_06,75,1
fb_06,76,1
fb_06,77,1
fb_06,78,1
fb_06,79,1
fb_06,80,1
fb_06,81,1
fb_06,82,1
fb_06,83,1
fb_06,84,1
fb_06,85,1
fb_06,86,1
fb_06,87,1
fb_06,88,1
fb_06,89,1
fb_06,90,1
fb_06,91,1
fb_06,92,1
fb_06,93,1
fb_06,94,1
fb_06,95,1
fb_06,96,1
fb_06,97,1
fb_06,98,1
fb_06,99,1
fb_06,100,1
fb_06,101,1
fb_06,102,1
fb_06,103,1
fb_06,104,1
fb_06,105,1
fb_06,106,1
fb_06,107,1
fb_06,108,1
fb_06,109,1
fb_06,110,1
fb_06,111,1
fb_06,112,1
sk_01,1,1
sk_01,2,1
sk_01,3,1
sk_01,4,1
sk_01,5,1
sk_01,6,1
sk_01,7,1
sk_01,8,1
sk_01,9,1
sk_01,10,1
sk_01,11,1
sk_01,12,1
sk_01,13,1
sk_01,14,1
sk_01,15,1
sk_01,16,1
sk_01,17,1
sk_01,18,1
sk_01,19,1
sk_01,20,1
sk_01,21,1
sk_01,22,1
sk_01,23,1
sk_01,24,1
sk_01,25,1
sk_01,26,1
sk_01,27,1
sk_01,28,1
sk_01,29,1
sk_01,30,1
sk_01,31,1
sk_01,32,1
sk_01,33,1
sk_01,34,1
sk_01,35,1
sk_01,36,1
sk_01,37,1
sk_01,38,1
sk_01,39,1
sk_01,40,1
sk_01,41,1
sk_01,42,1
sk_01,43,1
sk_01,44,1
sk_01,45,1
sk_01,46,1
sk_01,47,1
sk_01,48,1
sk_01,49,1
sk_01,50,1
sk_01,51,1
sk_01,52,1
sk_01,53,1
sk_01,54,1
sk_01,55,1
sk_01,56,1
sk_01,57,1
sk_01,58,1
sk_01,59,1
sk_01,60,1
sk_01,61,1
sk_01,62,1
sk_01,63,1
sk_01,64,1
sk_01,65,1
sk_01,66,1
sk_01,67,1
sk_01,68,1
sk_01,69,1
sk_01,70,1
sk_01,71,1
sk_01,72,1
sk_01,73,1
sk_01,74,1
sk_01,75,1
sk_01,76,1
sk_01,77,1
sk_01,78,1
sk_01,79,1
sk_01,80,1
sk_01,81,1
sk_01,82,1
sk_01,83,1
sk_01,84,1
sk_01,85,1
sk_01,86,1
sk_01,87,1
sk_01,88,1
sk_01,89,1
sk_01,90,1
sk_01,91,1
sk_01,92,1
sk_01,93,1
sk_01,94,1
sk_01,95,1
sk_01,96,1
sk_01,97,1
sk_01,98,1
sk_01,99,1
sk_01,100,1
sk_01,101,1
sk_01,102,1
sk_01,103,1
sk_01,104,1
sk_01,105,1
sk_01,106,1
sk_01,107,1
sk_01,108,1
sk_01,109,1
sk_01,110,1
sk_01,111,1
sk_01,112,1
sk_02,1,1
sk_02,2,1
sk_02,3,1
sk_02,4,1
sk_02,5,1
sk_02,6,1
sk_02,7,1
sk_02,8,1
sk_02,9,1
sk_02,10,1
sk_02,11,1
sk_02,12,1
sk_02,13,1
sk_02,14,1
sk_02,15,1
sk_02,16,1
sk_02,17,1
sk_02,18,1
sk_02,19,1
sk_02,20,1
sk_02,21,1
sk_02,22,1
sk_02,23,1
sk_02,24,1
sk_02,25,1
sk_02,26,1
sk_02,27,1
sk_02,28,1
sk_02,29,1
sk_02,30,1
sk_02,31,1
sk_02,32,1
sk_02,33,1
sk_02,34,1
sk_02,35,1
sk_02,36,1
sk_02,37,1
sk_02,38,1
sk_02,39,1
sk_02,40,1
sk_02,41,1
sk_02,42,1
sk_02,43,1
sk_02,44,1
sk_02,45,1
sk_02,46,1
sk_02,47,1
sk_02,48,1
sk_02,49,1
sk_02,50,1
sk_02,51,1
sk_02,52,1
sk_02,53,1
sk_02,54,1
sk_02,55,1
sk_02,56,1
sk_02,57,1
sk_02,58,1
sk_02,59,1
sk_02,60,1
sk_02,61,1
sk_02,62,1
sk_02,63,1
sk_02,64,1
sk_02,65,1
sk_02,66,1
sk_02,67,1
sk_02,68,1
sk_02,69,1
sk_02,70,1
sk_02,71,1
sk_02,72,1
sk_02,73,1
sk_02,74,1
sk_02,75,1
sk_02,76,1
sk_02,77,1
sk_02,78,1
sk_02,79,1
sk_02,80,1
sk_02,81,1
sk_02,82,1
sk_02,83,1
sk_02,84,1
sk_02,85,1
sk_02,86,1
sk_02,87,1
sk_02,88,1
sk_02,89,1
sk_02,90,1
sk_02,91,1
sk_02,92,1
sk_02,93,1
sk_02,94,1
sk_02,95,1
sk_02,96,1
sk_02,97,1
sk_02,98,1
sk_02,99,1
sk_02,100,1
sk_02,101,1
sk_02,102,1
sk_02,103,1
sk_02,104,1
sk_02,105,1
sk_02,106,1
sk_02,107,1
sk_02,108,1
sk_02,109,1
sk_02,110,1
sk_02,111,1
sk_02,112,1
sk_03,1,1
sk_03,2,1
sk_03,3,1
sk_03,4,1
sk_03,5,1
sk_03,6,1
sk_03,7,1
sk_03,8,1
sk_03,9,1
sk_03,10,1
sk_03,11,1
sk_03,12,1
sk_03,13,1
sk_03,14,1
sk_03,15,1
sk_03,16,1
sk_03,17,1
sk_03,18,1
sk_03,19,1
sk_03,20,1
sk_03,21,1
sk_03,22,1
sk_03,23,1
sk_03,24,1
sk_03,25,1
sk_03,26,1
sk_03,27,1
sk_03,28,1
sk_03,29,1
sk_03,30,1
sk_03,31,1
sk_03,32,1
sk_03,33,1
sk_03,34,1
sk_03,35,1
sk_03,36,1
sk_03,37,1
sk_03,38,1
sk_03,39,1
sk_03,40,1
sk_03,41,1
sk_03,42,1
sk_03,43,1
sk_03,44,1
sk_03,45,1
sk_03,46,1
sk_03,47,1
sk_03,48,1
sk_03,49,1
sk_03,50,1
sk_03,51,1
sk_03,52,1
sk_03,53,1
sk_03,54,1
sk_03,55,1
sk_03,56,1
sk_03,57,1
sk_03,58,1
sk_03,59,1
sk_03,60,1
sk_03,61,1
sk_03,62,1
sk_03,63,1
sk_03,64,1
sk_03,65,1
sk_03,66,1
sk_03,67,1
sk_03,68,1
sk_03,69,1
sk_03,70,1
sk_03,71,1
sk_03,72,1
sk_03,73,1
sk_03,74,1
sk_03,75,1
sk_03,76,1
sk_03,77,1
sk_03,78,1
sk_03,79,1
sk_03,80,1
sk_03,81,1
sk_03,82,1
sk_03,83,1
sk_03,84,1
sk_03,85,1
sk_03,86,1
sk_03,87,1
sk_03,88,1
sk_03,89,1
sk_03,90,1
sk_03,91,1
sk_03,92,1
sk_03,93,1
sk_03,94,1
sk_03,95,1
sk_03,96,1
sk_03,97,1
sk_03,98,1
sk_03,99,1
sk_03,100,1
sk_03,101,1
sk_03,102,1
sk_03,103,1
sk_03,104,1
sk_03,105,1
sk_03,106,1
sk_03,107,1
sk_03,108,1
sk_03,109,1
sk_03,110,1
sk_03,111,1
sk_03,112,1
sk_04,1,1
sk_04,2,1
sk_04,3,1
sk_04,4,1
sk_04,5,1
sk_04,6,1
sk_04,7,1
sk_04,8,1
sk_04,9,1
sk_04,10,1
sk_04,11,1
sk_04,12,1
sk_04,13,1
sk_04,14,1
sk_04,15,1
sk_04,16,1
sk_04,17,1
sk_04,18,1
sk_04,19,1
sk_04,20,1
sk_04,21,1
sk_04,22,1
sk_04,23,1
sk_04,24,1
sk_04,25,1
sk_04,26,1
sk_04,27,1
sk_04,28,1
sk_04,29,1
sk_04,30,1
sk_04,31,1
sk_04,32,1
sk_04,33,1
sk_04,34,1
sk_04,35,1
sk_04,36,1
sk_04,37,1
sk_04,38,1
sk_04,39,1
sk_04,40,1
sk_04,41,1
sk_04,42,1
sk_04,43,1
sk_04,44,1
sk_04,45,1
sk_04,46,1
sk_04,47,1
sk_04,48,1
sk_04,49,1
sk_04,50,1
sk_04,51,1
sk_04,52,1
sk_04,53,1
sk_04,54,1
sk_04,55,1
sk_04,56,1
sk_04,57,1
sk_04,58,1
sk_04,59,1
sk_04,60,1
sk_04,61,1
sk_04,62,1
sk_04,63,1
sk_04,64,1
sk_04,65,1
sk_04,66,1
sk_04,67,1
sk_04,68,1
sk_04,69,1
sk_04,70,1
sk_04,71,1
sk_04,72,1
sk_04,73,1
sk_04,74,1
sk_04,75,1
sk_04,76,1
sk_04,77,1
sk_04,78,1
sk_04,79,1
sk_04,80,1
sk_04,81,1
sk_04,82,1
sk_04,83,1
sk_04,84,1
sk_04,85,1
sk_04,86,1
sk_04,87,1
sk_04,88,1
sk_04,89,1
sk_04,90,1
sk_04,91,1
sk_04,92,1
sk_04,93,1
sk_04,94,1
sk_04,95,1
sk_04,96,1
sk_04,97,1
sk_04,98,1
sk_04,99,1
sk_04,100,1
sk_04,101,1
sk_04,102,1
sk_04,103,1
sk_04,104,1
sk_04,105,1
sk_04,106,1
sk_04,107,1
sk_04,108,1
sk_04,109,1
sk_04,110,1
sk_04,111,1
sk_04,112,1
sk_05,1,1
sk_05,2,1
sk_05,3,1
sk_05,4,1
sk_05,5,1
sk_05,6,1
sk_05,7,1
sk_05,8,1
sk_05,9,1
sk_05,10,1
sk_05,11,1
sk_05,12,1
sk_05,13,1
sk_05,14,1
sk_05,15,1
sk_05,16,1
sk_05,17,1
sk_05,18,1
sk_05,19,1
sk_05,20,1
sk_05,21,1
sk_05,22,1
sk_05,23,1
sk_05,24,1
sk_05,25,1
sk_05,26,1
sk_05,27,1
sk_05,28,1
sk_05,29,1
sk_05,30,1
sk_05,31,1
sk_05,32,1
sk_05,33,1
sk_05,34,1
sk_05,35,1
sk_05,36,1
sk_05,37,1
sk_05,38,1
sk_05,39,1
sk_05,40,1
sk_05,41,1
sk_05,42,1
sk_05,43,1
sk_05,44,1
sk_05,45,1
sk_05,46,1
sk_05,47,1
sk_05,48,1
sk_05,49,1
sk_05,50,1
sk_05,51,1
sk_05,52,1
sk_05,53,1
sk_05,54,1
sk_05,55,1
sk_05,56,1
sk_05,57,1
sk_05,58,1
sk_05,59,1
sk_05,60,1
sk_05,61,1
sk_05,62,1
sk_05,63,1
sk_05,64,1
sk_05,65,1
sk_05,66,1
sk_05,67,1
sk_05,68,1
sk_05,69,1
sk_05,70,1
sk_05,71,1
sk_05,72,1
sk_05,73,1
sk_05,74,1
sk_05,75,1
sk_05,76,1
sk_05,77,1
sk_05,78,1
sk_05,79,1
sk_05,80,1
sk_05,81,1
sk_05,82,1
sk_05,83,1
sk_05,84,1
sk_05,85,1
sk_05,86,1
sk_05,87,1
sk_05,88,1
sk_05,89,1
sk_05,90,1
sk_05,91,1
sk_05,92,1
sk_05,93,1
sk_05,94,1
sk_05,95,1
sk_05,96,1
sk_05,97,1
sk_05,98,1
sk_05,99,1
sk_05,100,1
sk_05,101,1
sk_05,102,1
sk_05,103,1
sk_05,104,1
sk_05,105,1
sk_05,106,1
sk_05,107,1
sk_05,108,1
sk_05,109,1
sk_05,110,1
sk_05,111,1
sk_05,112,1
sk_06,1,1
sk_06,2,1
sk_06,3,1
sk_06,4,1
sk_06,5,1
sk_06,6,1
sk_06,7,1
sk_06,8,1
sk_06,9,1
sk_06,10,1
sk_06,11,1
sk_06,12,1
sk_06,13,1
sk_06,14,1
sk_06,15,1
sk_06,16,1
sk_06,17,1
sk_06,18,1
sk_06,19,1
sk_06,20,1
sk_06,21,1
sk_06,22,1
sk_06,23,1
sk_06,24,1
sk_06,25,1
sk_06,26,1
sk_06,27,1
sk_06,28,1
sk_06,29,1
sk_06,30,1
sk_06,31,1
sk_06,32,1
sk_06,33,1
sk_06,34,1
sk_06,35,1
sk_06,36,1
sk_06,37,1
sk_06,38,1
sk_06,39,1
sk_06,40,1
sk_06,41,1
sk_06,42,1
sk_06,43,1
sk_06,44,1
sk_06,45,1
sk_06,46,1
sk_06,47,1
sk_06,48,1
sk_06,49,1
sk_06,50,1
sk_06,51,1
sk_06,52,1
sk_06,53,1
sk_06,54,1
sk_06,55,1
sk_06,56,1
sk_06,57,1
sk_06,58,1
sk_06,59,1
sk_06,60,1
sk_06,61,1
sk_06,62,1
sk_06,63,1
sk_06,64,1
sk_06,65,1
sk_06,66,1
sk_06,67,1
sk_06,68,1
sk_06,69,1
sk_06,70,1
sk_06,71,1
sk_06,72,1
sk_06,73,1
sk_06,74,1
sk_06,75,1
sk_06,76,1
sk_06,77,1
sk_06,78,1
sk_06,79,1
sk_06,80,1
sk_06,81,1
sk_06,82,1
sk_06,83,1
sk_06,84,1
sk_06,85,1
sk_06,86,1
sk_06,87,1
sk_06,88,1
sk_06,89,1
sk_06,90,1
sk_06,91,1
sk_06,92,1
sk_06,93,1
sk_06,94,1
sk_06,95,1
sk_06,96,1
sk_06,97,1
sk_06,98,1
sk_06,99,1
sk_06,100,1
sk_06,101,1
sk_06,102,1
sk_06,103,1
sk_06,104,1
sk_06,105,1
sk_06,106,1
sk_06,107,1
sk_06,108,1
sk_06,109,1
sk_06,110,1
sk_06,111,1
sk_06,112,1
pr_01,1,1
pr_01,2,1
pr_01,3,1
pr_01,4,1
pr_01,5,1
pr_01,6,1
pr_01,7,1
pr_01,8,1
pr_01,9,1
pr_01,10,1
pr_01,11,1
pr_01,12,1
pr_01,13,1
pr_01,14,1
pr_01,15,1
pr_01,16,1
pr_01,17,1
pr_01,18,1
pr_01,19,1
pr_01,20,1
pr_01,21,1
pr_01,22,1
pr_01,23,1
pr_01,24,1
pr_01,25,1
pr_01,26,1
pr_01,27,1
pr_01,28,1
pr_01,29,1
pr_01,30,1
pr_01,31,1
pr_01,32,1
pr_01,33,1
pr_01,34,1
pr_01,35,1
pr_01,36,1
pr_01,37,1
pr_01,38,1
pr_01,39,1
pr_01,40,1
pr_01,41,1
pr_01,42,1
pr_01,43,1
pr_01,44,1
pr_01,45,1
pr_01,46,1
pr_01,47,1
pr_01,48,1
pr_01,49,1
pr_01,50,1
pr_01,51,1
pr_01,52,1
pr_01,53,1
pr_01,54,1
pr_01,55,1
pr_01,56,1
pr_01,57,1
pr_01,58,1
pr_01,59,1
pr_01,60,1
pr_01,61,1
pr_01,62,1
pr_01,63,1
pr_01,64,1
pr_01,65,1
pr_01,66,1
pr_01,67,1
pr_01,68,1
pr_01,69,1
pr_01,70,1
pr_01,71,1
pr_01,72,1
pr_01,73,1
pr_01,74,1
pr_01,75,1
pr_01,76,1
pr_01,77,1
pr_01,78,1
pr_01,79,1
pr_01,80,1
pr_01,81,1
pr_01,82,1
pr_01,83,1
pr_01,84,1
pr_01,85,1
pr_01,86,1
pr_01,87,1
pr_01,88,1
pr_01,89,1
pr_01,90,1
pr_01,91,1
pr_01,92,1
pr_01,93,1
pr_01,94,1
pr_01,95,1
pr_01,96,1
pr_01,97,1
pr_01,98,1
pr_01,99,1
pr_01,100,1
pr_01,101,1
pr_01,102,1
pr_01,103,1
pr_01,104,1
pr_01,105,1
pr_01,106,1
pr_01,107,1
pr_01,108,1
pr_01,109,1
pr_01,110,1
pr_01,111,1
pr_01,112,1
pr_02,1,1
pr_02,2,1
pr_02,3,1
pr_02,4,1
pr_02,5,1
pr_02,6,1
pr_02,7,1
pr_02,8,1
pr_02,9,1
pr_02,10,1
pr_02,11,1
pr_02,12,1
pr_02,13,1
pr_02,14,1
pr_02,15,1
pr_02,16,1
pr_02,17,1
pr_02,18,1
pr_02,19,1
pr_02,20,1
pr_02,21,1
pr_02,22,1
pr_02,23,1
pr_02,24,1
pr_02,25,1
pr_02,26,1
pr_02,27,1
pr_02,28,1
pr_02,29,1
pr_02,30,1
pr_02,31,1
pr_02,32,1
pr_02,33,1
pr_02,34,1
pr_02,35,1
pr_02,36,1
pr_02,37,1
pr_02,38,1
pr_02,39,1
pr_02,40,1
pr_02,41,1
pr_02,42,1
pr_02,43,1
pr_02,44,1
pr_02,45,1
pr_02,46,1
pr_02,47,1
pr_02,48,1
pr_02,49,1
pr_02,50,1
pr_02,51,1
pr_02,52,1
pr_02,53,1
pr_02,54,1
pr_02,55,1
pr_02,56,1
pr_02,57,1
pr_02,58,1
pr_02,59,1
pr_02,60,1
pr_02,61,1
pr_02,62,1
pr_02,63,1
pr_02,64,1
pr_02,65,1
pr_02,66,1
pr_02,67,1
pr_02,68,1
pr_02,69,1
pr_02,70,1
pr_02,71,1
pr_02,72,1
pr_02,73,1
pr_02,74,1
pr_02,75,1
pr_02,76,1
pr_02,77,1
pr_02,78,1
pr_02,79,1
pr_02,80,1
pr_02,81,1
pr_02,82,1
pr_02,83,1
pr_02,84,1
pr_02,85,1
pr_02,86,1
pr_02,87,1
pr_02,88,1
pr_02,89,1
pr_02,90,1
pr_02,91,1
pr_02,92,1
pr_02,93,1
pr_02,94,1
pr_02,95,1
pr_02,96,1
pr_02,97,1
