machine_id,block_id,rate
fb_05,B18200,928.110195
fb_05,B18591,826.477222
fb_05,B20149,1123.745771
fb_05,B20538,1118.891707
fb_05,B20631,1029.09546
fb_05,B20632,1029.09546
fb_05,B20673,2729.691194
fb_05,B21443,2319.96416
fb_05,B21885,2502.662037
fb_05,B21899,871.611226
fb_05,B22028,3356.548557
fb_05,B26719,1640.28839
fb_05,B30099,574.969425
fb_05,B30103,881.144989
fb_05,B30358,30.969448
fb_05,B31203,694.522597
fb_05,B31613,2687.37572
fb_05,B31730,1085.604963
fb_05,B32121,2664.8721
fb_05,B32707,3911.475823
fb_05,B35154,1997.404288
fb_06,B4497,2322.41691
fb_06,B5218,1184.913362
fb_06,B5817,1443.108765
fb_06,B6017,2665.085661
fb_06,B8121,214.402139
fb_06,B9658,1502.484694
fb_06,B10132,2303.571589
fb_06,B10411,6188.236861
fb_06,B10412,6188.236861
fb_06,B11042,3631.334437
fb_06,B11805,3559.305051
fb_06,B11856,418.68091
fb_06,B12039,532.017271
fb_06,B12431,681.149683
fb_06,B13384,1764.743118
fb_06,B14517,274.203241
fb_06,B14527,1083.191238
fb_06,B14953,649.771314
fb_06,B18032,2914.49711
fb_06,B18200,928.110195
fb_06,B18591,826.477222
fb_06,B20149,1123.745771
fb_06,B20538,1118.891707
fb_06,B20631,1029.09546
fb_06,B20632,1029.09546
fb_06,B20673,2729.691194
fb_06,B21443,2319.96416
fb_06,B21885,2502.662037
fb_06,B21899,871.611226
fb_06,B22028,3356.548557
fb_06,B26719,1640.28839
fb_06,B30099,574.969425
fb_06,B30103,881.144989
fb_06,B30358,30.969448
fb_06,B31203,694.522597
fb_06,B31613,2687.37572
fb_06,B31730,1085.604963
fb_06,B32121,2664.8721
fb_06,B32707,3911.475823
fb_06,B35154,1997.404288
sk_01,B4497,889.834655
sk_01,B5218,661.803788
sk_01,B5817,406.765774
sk_01,B6017,632.220305
sk_01,B8121,823.505027
sk_01,B9658,406.765774
sk_01,B10132,560.30522
sk_01,B10411,977.831795
sk_01,B10412,911.897459
sk_01,B11042,813.311738
sk_01,B11805,648.136512
sk_01,B11856,559.577318
sk_01,B12039,537.881345
sk_01,B12431,520.281661
sk_01,B13384,547.724569
sk_01,B14517,544.030875
sk_01,B14527,516.841668
sk_01,B14953,406.765774
sk_01,B18032,406.765774
sk_01,B18200,406.765774
sk_01,B18591,498.614848
sk_01,B20149,406.765774
sk_01,B20538,406.765774
sk_01,B20631,406.765774
sk_01,B20632,406.765774
sk_01,B20673,406.765774
sk_01,B21443,406.765774
sk_01,B21885,406.765774
sk_01,B21899,406.765774
sk_01,B22028,406.765774
sk_01,B26719,406.765774
sk_01,B30099,406.765774
sk_01,B30103,406.765774
sk_01,B30358,406.765774
sk_01,B31203,406.765774
sk_01,B31613,406.765774
sk_01,B31730,406.765774
sk_01,B32121,406.765774
sk_01,B32707,406.765774
sk_01,B35154,406.765774
sk_02,B4497,889.834655
sk_02,B5218,661.803788
sk_02,B5817,406.765774
sk_02,B6017,632.220305
sk_02,B8121,823.505027
sk_02,B9658,406.765774
sk_02,B10132,560.30522
sk_02,B10411,977.831795
sk_02,B10412,911.897459
sk_02,B11042,813.311738
sk_02,B11805,648.136512
sk_02,B11856,559.577318
sk_02,B12039,537.881345
sk_02,B12431,520.281661
sk_02,B13384,547.724569
sk_02,B14517,544.030875
sk_02,B14527,516.841668
sk_02,B14953,406.765774
sk_02,B18032,406.765774
sk_02,B18200,406.765774
sk_02,B18591,498.614848
sk_02,B20149,406.765774
sk_02,B20538,406.765774
sk_02,B20631,406.765774
sk_02,B20632,406.765774
sk_02,B20673,406.765774
sk_02,B21443,406.765774
sk_02,B21885,406.765774
sk_02,B21899,406.765774
sk_02,B22028,406.765774
sk_02,B26719,406.765774
sk_02,B30099,406.765774
sk_02,B30103,406.765774
sk_02,B30358,406.765774
sk_02,B31203,406.765774
sk_02,B31613,406.765774
sk_02,B31730,406.765774
sk_02,B32121,406.765774
sk_02,B32707,406.765774
sk_02,B35154,406.765774
sk_03,B4497,889.834655
sk_03,B5218,661.803788
sk_03,B5817,406.765774
sk_03,B6017,632.220305
sk_03,B8121,823.505027
sk_03,B9658,406.765774
sk_03,B10132,560.30522
sk_03,B10411,977.831795
sk_03,B10412,911.897459
sk_03,B11042,813.311738
sk_03,B11805,648.136512
sk_03,B11856,559.577318
sk_03,B12039,537.881345
sk_03,B12431,520.281661
sk_03,B13384,547.724569
sk_03,B14517,544.030875
sk_03,B14527,516.841668
sk_03,B14953,406.765774
sk_03,B18032,406.765774
sk_03,B18200,406.765774
sk_03,B18591,498.614848
sk_03,B20149,406.765774
sk_03,B20538,406.765774
sk_03,B20631,406.765774
sk_03,B20632,406.765774
sk_03,B20673,406.765774
sk_03,B21443,406.765774
sk_03,B21885,406.765774
sk_03,B21899,406.765774
sk_03,B22028,406.765774
sk_03,B26719,406.765774
sk_03,B30099,406.765774
sk_03,B30103,406.765774
sk_03,B30358,406.765774
sk_03,B31203,406.765774
sk_03,B31613,406.765774
sk_03,B31730,406.765774
sk_03,B32121,406.765774
sk_03,B32707,406.765774
sk_03,B35154,406.765774
sk_04,B4497,889.834655
sk_04,B5218,661.803788
sk_04,B5817,406.765774
sk_04,B6017,632.220305
sk_04,B8121,823.505027
sk_04,B9658,406.765774
sk_04,B10132,560.30522
sk_04,B10411,977.831795
sk_04,B10412,911.897459
sk_04,B11042,813.311738
sk_04,B11805,648.136512
sk_04,B11856,559.577318
sk_04,B12039,537.881345
sk_04,B12431,520.281661
sk_04,B13384,547.724569
sk_04,B14517,544.030875
sk_04,B14527,516.841668
sk_04,B14953,406.765774
sk_04,B18032,406.765774
sk_04,B18200,406.765774
sk_04,B18591,498.614848
sk_04,B20149,406.765774
sk_04,B20538,406.765774
sk_04,B20631,406.765774
sk_04,B20632,406.765774
sk_04,B20673,406.765774
sk_04,B21443,406.765774
sk_04,B21885,406.765774
sk_04,B21899,406.765774
sk_04,B22028,406.765774
sk_04,B26719,406.765774
sk_04,B30099,406.765774
sk_04,B30103,406.765774
sk_04,B30358,406.765774
sk_04,B31203,406.765774
sk_04,B31613,406.765774
sk_04,B31730,406.765774
sk_04,B32121,406.765774
sk_04,B32707,406.765774
sk_04,B35154,406.765774
sk_05,B4497,889.834655
sk_05,B5218,661.803788
sk_05,B5817,406.765774
sk_05,B6017,632.220305
sk_05,B8121,823.505027
sk_05,B9658,406.765774
sk_05,B10132,560.30522
sk_05,B10411,977.831795
sk_05,B10412,911.897459
sk_05,B11042,813.311738
sk_05,B11805,648.136512
sk_05,B11856,559.577318
sk_05,B12039,537.881345
sk_05,B12431,520.281661
sk_05,B13384,547.724569
sk_05,B14517,544.030875
sk_05,B14527,516.841668
sk_05,B14953,406.765774
sk_05,B18032,406.765774
sk_05,B18200,406.765774
sk_05,B18591,498.614848
sk_05,B20149,406.765774
sk_05,B20538,406.765774
sk_05,B20631,406.765774
sk_05,B20632,406.765774
sk_05,B20673,406.765774
sk_05,B21443,406.765774
sk_05,B21885,406.765774
sk_05,B21899,406.765774
sk_05,B22028,406.765774
sk_05,B26719,406.765774
sk_05,B30099,406.765774
sk_05,B30103,406.765774
sk_05,B30358,406.765774
sk_05,B31203,406.765774
sk_05,B31613,406.765774
sk_05,B31730,406.765774
sk_05,B32121,406.765774
sk_05,B32707,406.765774
sk_05,B35154,406.765774
sk_06,B4497,889.834655
sk_06,B5218,661.803788
sk_06,B5817,406.765774
sk_06,B6017,632.220305
sk_06,B8121,823.505027
sk_06,B9658,406.765774
sk_06,B10132,560.30522
sk_06,B10411,977.831795
sk_06,B10412,911.897459
sk_06,B11042,813.311738
sk_06,B11805,648.136512
sk_06,B11856,559.577318
sk_06,B12039,537.881345
sk_06,B12431,520.281661
sk_06,B13384,547.724569
sk_06,B14517,544.030875
sk_06,B14527,516.841668
sk_06,B14953,406.765774
sk_06,B18032,406.765774
sk_06,B18200,406.765774
sk_06,B18591,498.614848
sk_06,B20149,406.765774
sk_06,B20538,406.765774
sk_06,B20631,406.765774
sk_06,B20632,406.765774
sk_06,B20673,406.765774
sk_06,B21443,406.765774
sk_06,B21885,406.765774
sk_06,B21899,406.765774
sk_06,B22028,406.765774
sk_06,B26719,406.765774
sk_06,B30099,406.765774
sk_06,B30103,406.765774
sk_06,B30358,406.765774
sk_06,B31203,406.765774
sk_06,B31613,406.765774
sk_06,B31730,406.765774
sk_06,B32121,406.765774
sk_06,B32707,406.765774
sk_06,B35154,406.765774
pr_01,B4497,907.515654
pr_01,B5218,751.836545
pr_01,B5817,639.623464
pr_01,B6017,1277.456268
pr_01,B8121,388.994246
pr_01,B9658,735.681244
pr_01,B10132,933.093765
pr_01,B10411,2818.73865
pr_01,B10412,2818.73865
pr_01,B11042,1569.484875
pr_01,B11805,1492.321086
pr_01,B11856,350.393382
pr_01,B12039,498.764473
pr_01,B12431,705.752887
pr_01,B13384,803.866354
pr_01,B14517,290.650493
pr_01,B14527,521.132028
pr_01,B14953,445.594259
pr_01,B18032,1103.595354
pr_01,B18200,543.332328
pr_01,B18591,909.75743
pr_01,B20149,673.756632
pr_01,B20538,716.867463
pr_01,B20631,783.520933
pr_01,B20632,783.520933
pr_01,B20673,1288.521448
pr_01,B21443,1024.939966
pr_01,B21885,1340.121121
pr_01,B21899,643.397158
pr_01,B22028,1521.099754
pr_01,B26719,761.943093
pr_01,B30099,531.928739
pr_01,B30103,537.382771
pr_01,B30358,391.093635
pr_01,B31203,448.756539
pr_01,B31613,1444.349791
pr_01,B31730,865.162155
pr_01,B32121,1290.331545
pr_01,B32707,1800.811422
pr_01,B35154,845.815353
pr_02,B4497,907.515654
pr_02,B5218,751.836545
pr_02,B5817,639.623464
pr_02,B6017,1277.456268
pr_02,B8121,388.994246
pr_02,B9658,735.681244
pr_02,B10132,933.093765
pr_02,B10411,2818.73865
pr_02,B10412,2818.73865
pr_02,B11042,1569.484875
pr_02,B11805,1492.321086
pr_02,B11856,350.393382
pr_02,B12039,498.764473
pr_02,B12431,705.752887
pr_02,B13384,803.866354
pr_02,B14517,290.650493
pr_02,B14527,521.132028
pr_02,B14953,445.594259
pr_02,B18032,1103.595354
pr_02,B18200,543.332328
pr_02,B18591,909.75743
pr_02,B20149,673.756632
pr_02,B20538,716.867463
pr_02,B20631,783.520933
pr_02,B20632,783.520933
pr_02,B20673,1288.521448
pr_02,B21443,1024.939966
pr_02,B21885,1340.121121
pr_02,B21899,643.397158
pr_02,B22028,1521.099754
pr_02,B26719,761.943093
pr_02,B30099,531.928739
pr_02,B30103,537.382771
pr_02,B30358,391.093635
pr_02,B31203,448.756539
pr_02,B31613,1444.349791
pr_02,B31730,865.162155
pr_02,B32121,1290.331545
pr_02,B32707,1800.811422
pr_02,B35154,845.815353
pr_03,B4497,907.515654
pr_03,B5218,751.836545
pr_03,B5817,639.623464
pr_03,B6017,1277.456268
pr_03,B8121,388.994246
pr_03,B9658,735.681244
pr_03,B10132,933.093765
pr_03,B10411,2818.73865
pr_03,B10412,2818.73865
pr_03,B11042,1569.484875
pr_03,B11805,1492.321086
pr_03,B11856,350.393382
pr_03,B12039,498.764473
pr_03,B12431,705.752887
pr_03,B13384,803.866354
pr_03,B14517,290.650493
pr_03,B14527,521.132028
pr_03,B14953,445.594259
pr_03,B18032,1103.595354
pr_03,B18200,543.332328
pr_03,B18591,909.75743
pr_03,B20149,673.756632
pr_03,B20538,716.867463
pr_03,B20631,783.520933
pr_03,B20632,783.520933
pr_03,B20673,1288.521448
pr_03,B21443,1024.939966
pr_03,B21885,1340.121121
pr_03,B21899,643.397158
pr_03,B22028,1521.099754
pr_03,B26719,761.943093
pr_03,B30099,531.928739
pr_03,B30103,537.382771
pr_03,B30358,391.093635
pr_03,B31203,448.756539
pr_03,B31613,1444.349791
pr_03,B31730,865.162155
pr_03,B32121,1290.331545
pr_03,B32707,1800.811422
pr_03,B35154,845.815353
pr_04,B4497,907.515654
pr_04,B5218,751.836545
pr_04,B5817,639.623464
pr_04,B6017,1277.456268
pr_04,B8121,388.994246
pr_04,B9658,735.681244
pr_04,B10132,933.093765
pr_04,B10411,2818.73865
pr_04,B10412,2818.73865
pr_04,B11042,1569.484875
pr_04,B11805,1492.321086
pr_04,B11856,350.393382
pr_04,B12039,498.764473
pr_04,B12431,705.752887
pr_04,B13384,803.866354
pr_04,B14517,290.650493
pr_04,B14527,521.132028
pr_04,B14953,445.594259
pr_04,B18032,1103.595354
pr_04,B18200,543.332328
pr_04,B18591,909.75743
pr_04,B20149,673.756632
pr_04,B20538,716.867463
pr_04,B20631,783.520933
pr_04,B20632,783.520933
pr_04,B20673,1288.521448
pr_04,B21443,1024.939966
pr_04,B21885,1340.121121
pr_04,B21899,643.397158
pr_04,B22028,1521.099754
pr_04,B26719,761.943093
pr_04,B30099,531.928739
pr_04,B30103,537.382771
pr_04,B30358,391.093635
pr_04,B31203,448.756539
pr_04,B31613,1444.349791
pr_04,B31730,865.162155
pr_04,B32121,1290.331545
pr_04,B32707,1800.811422
pr_04,B35154,845.815353
pr_05,B4497,907.515654
pr_05,B5218,751.836545
pr_05,B5817,639.623464
pr_05,B6017,1277.456268
pr_05,B8121,388.994246
pr_05,B9658,735.681244
pr_05,B10132,933.093765
pr_05,B10411,2818.73865
pr_05,B10412,2818.73865
pr_05,B11042,1569.484875
pr_05,B11805,1492.321086
pr_05,B11856,350.393382
pr_05,B12039,498.764473
pr_05,B12431,705.752887
pr_05,B13384,803.866354
pr_05,B14517,290.650493
pr_05,B14527,521.132028
pr_05,B14953,445.594259
pr_05,B18032,1103.595354
pr_05,B18200,543.332328
pr_05,B18591,909.75743
pr_05,B20149,673.756632
pr_05,B20538,716.867463
pr_05,B20631,783.520933
pr_05,B20632,783.520933
pr_05,B20673,1288.521448
pr_05,B21443,1024.939966
pr_05,B21885,1340.121121
pr_05,B21899,643.397158
pr_05,B22028,1521.099754
pr_05,B26719,761.943093
pr_05,B30099,531.928739
pr_05,B30103,537.382771
pr_05,B30358,391.093635
pr_05,B31203,448.756539
pr_05,B31613,1444.349791
pr_05,B31730,865.162155
pr_05,B32121,1290.331545
pr_05,B32707,1800.811422
pr_05,B35154,845.815353
pr_06,B4497,907.515654
pr_06,B5218,751.836545
pr_06,B5817,639.623464
pr_06,B6017,1277.456268
pr_06,B8121,388.994246
pr_06,B9658,735.681244
pr_06,B10132,933.093765
pr_06,B10411,2818.73865
pr_06,B10412,2818.73865
pr_06,B11042,1569.484875
pr_06,B11805,1492.321086
pr_06,B11856,350.393382
pr_06,B12039,498.764473
pr_06,B12431,705.752887
pr_06,B13384,803.866354
pr_06,B14517,290.650493
pr_06,B14527,521.132028
pr_06,B14953,445.594259
pr_06,B18032,1103.595354
pr_06,B18200,543.332328
pr_06,B18591,909.75743
pr_06,B20149,673.756632
pr_06,B20538,716.867463
pr_06,B20631,783.520933
pr_06,B20632,783.520933
pr_06,B20673,1288.521448
pr_06,B21443,1024.939966
pr_06,B21885,1340.121121
pr_06,B21899,643.397158
pr_06,B22028,1521.099754
pr_06,B26719,761.943093
pr_06,B30099,531.928739
pr_06,B30103,537.382771
pr_06,B30358,391.093635
pr_06,B31203,448.756539
pr_06,B31613,1444.349791
pr_06,B31730,865.162155
pr_06,B32121,1290.331545
pr_06,B32707,1800.811422
pr_06,B35154,845.815353
ld_01,B4497,658.0
ld_01,B5218,658.0
ld_01,B5817,658.0
ld_01,B6017,658.0
ld_01,B8121,658.0
ld_01,B9658,658.0
ld_01,B10132,658.0
ld_01,B10411,658.0
ld_01,B10412,658.0
ld_01,B11042,658.0
ld_01,B11805,658.0
ld_01,B11856,658.0
ld_01,B12039,658.0
ld_01,B12431,658.0
ld_01,B13384,658.0
ld_01,B14517,658.0
ld_01,B14527,658.0
ld_01,B14953,658.0
ld_01,B18032,658.0
ld_01,B18200,658.0
ld_01,B18591,658.0
ld_01,B20149,658.0
ld_01,B20538,658.0
ld_01,B20631,658.0
ld_01,B20632,658.0
ld_01,B20673,658.0
ld_01,B21443,658.0
ld_01,B21885,658.0
ld_01,B21899,658.0
ld_01,B22028,658.0
ld_01,B26719,658.0
ld_01,B30099,658.0
ld_01,B30103,658.0
ld_01,B30358,658.0
ld_01,B31203,658.0
ld_01,B31613,658.0
ld_01,B31730,658.0
ld_01,B32121,658.0
ld_01,B32707,658.0
ld_01,B35154,658.0
ld_02,B4497,658.0
ld_02,B5218,658.0
ld_02,B5817,658.0
ld_02,B6017,658.0
ld_02,B8121,658.0
ld_02,B9658,658.0
ld_02,B10132,658.0
ld_02,B10411,658.0
ld_02,B10412,658.0
ld_02,B11042,658.0
ld_02,B11805,658.0
ld_02,B11856,658.0
ld_02,B12039,658.0
ld_02,B12431,658.0
ld_02,B13384,658.0
ld_02,B14517,658.0
ld_02,B14527,658.0
ld_02,B14953,658.0
ld_02,B18032,658.0
ld_02,B18200,658.0
ld_02,B18591,658.0
ld_02,B20149,658.0
ld_02,B20538,658.0
ld_02,B20631,658.0
ld_02,B20632,658.0
ld_02,B20673,658.0
ld_02,B21443,658.0
ld_02,B21885,658.0
ld_02,B21899,658.0
ld_02,B22028,658.0
ld_02,B26719,658.0
ld_02,B30099,658.0
ld_02,B30103,658.0
ld_02,B30358,658.0
ld_02,B31203,658.0
ld_02,B31613,658.0
ld_02,B31730,658.0
ld_02,B32121,658.0
ld_02,B32707,658.0
ld_02,B35154,658.0
ld_03,B4497,658.0
ld_03,B5218,658.0
ld_03,B5817,658.0
ld_03,B6017,658.0
ld_03,B8121,658.0
ld_03,B9658,658.0
ld_03,B10132,658.0
ld_03,B10411,658.0
ld_03,B10412,658.0
ld_03,B11042,658.0
ld_03,B11805,658.0
ld_03,B11856,658.0
ld_03,B12039,658.0
ld_03,B12431,658.0
ld_03,B13384,658.0
ld_03,B14517,658.0
ld_03,B14527,658.0
ld_03,B14953,658.0
ld_03,B18032,658.0
ld_03,B18200,658.0
ld_03,B18591,658.0
ld_03,B20149,658.0
ld_03,B20538,658.0
ld_03,B20631,658.0
ld_03,B20632,658.0
ld_03,B20673,658.0
ld_03,B21443,658.0
ld_03,B21885,658.0
ld_03,B21899,658.0
ld_03,B22028,658.0
ld_03,B26719,658.0
ld_03,B30099,658.0
ld_03,B30103,658.0
ld_03,B30358,658.0
ld_03,B31203,658.0
ld_03,B31613,658.0
ld_03,B31730,658.0
ld_03,B32121,658.0
ld_03,B32707,658.0
ld_03,B35154,658.0
ld_04,B4497,658.0
ld_04,B5218,658.0
ld_04,B5817,658.0
ld_04,B6017,658.0
ld_04,B8121,658.0
ld_04,B9658,658.0
ld_04,B10132,658.0
ld_04,B10411,658.0
ld_04,B10412,658.0
ld_04,B11042,658.0
ld_04,B11805,658.0
ld_04,B11856,658.0
ld_04,B12039,658.0
ld_04,B12431,658.0
ld_04,B13384,658.0
ld_04,B14517,658.0
ld_04,B14527,658.0
ld_04,B14953,658.0
ld_04,B18032,658.0
ld_04,B18200,658.0
ld_04,B18591,658.0
ld_04,B20149,658.0
ld_04,B20538,658.0
ld_04,B20631,658.0
ld_04,B20632,658.0
ld_04,B20673,658.0
ld_04,B21443,658.0
ld_04,B21885,658.0
ld_04,B21899,658.0
ld_04,B22028,658.0
ld_04,B26719,658.0
ld_04,B30099,658.0
ld_04,B30103,658.0
ld_04,B30358,658.0
ld_04,B31203,658.0
ld_04,B31613,658.0
ld_04,B31730,658.0
ld_04,B32121,658.0
ld_04,B32707,658.0
ld_04,B35154,658.0
ld_05,B4497,658.0
ld_05,B5218,658.0
ld_05,B5817,658.0
ld_05,B6017,658.0
ld_05,B8121,658.0
ld_05,B9658,658.0
ld_05,B10132,658.0
ld_05,B10411,658.0
ld_05,B10412,658.0
ld_05,B11042,658.0
ld_05,B11805,658.0
ld_05,B11856,658.0
ld_05,B12039,658.0
ld_05,B12431,658.0
ld_05,B13384,658.0
ld_05,B14517,658.0
ld_05,B14527,658.0
ld_05,B14953,658.0
ld_05,B18032,658.0
ld_05,B18200,658.0
ld_05,B18591,658.0
ld_05,B20149,658.0
ld_05,B20538,658.0
ld_05,B20631,658.0
ld_05,B20632,658.0
ld_05,B20673,658.0
ld_05,B21443,658.0
ld_05,B21885,658.0
ld_05,B21899,658.0
ld_05,B22028,658.0
ld_05,B26719,658.0
ld_05,B30099,658.0
ld_05,B30103,658.0
ld_05,B30358,658.0
ld_05,B31203,658.0
ld_05,B31613,658.0
ld_05,B31730,658.0
ld_05,B32121,658.0
ld_05,B32707,658.0
ld_05,B35154,658.0
ld_06,B4497,658.0
ld_06,B5218,658.0
ld_06,B5817,658.0
ld_06,B6017,658.0
ld_06,B8121,658.0
ld_06,B9658,658.0
ld_06,B10132,658.0
ld_06,B10411,658.0
ld_06,B10412,658.0
ld_06,B11042,658.0
ld_06,B11805,658.0
ld_06,B11856,658.0
ld_06,B12039,658.0
ld_06,B12431,658.0
ld_06,B13384,658.0
ld_06,B14517,658.0
ld_06,B14527,658.0
ld_06,B14953,658.0
ld_06,B18032,658.0
ld_06,B18200,658.0
ld_06,B18591,658.0
ld_06,B20149,658.0
ld_06,B20538,658.0
ld_06,B20631,658.0
ld_06,B20632,658.0
ld_06,B20673,658.0
ld_06,B21443,658.0
ld_06,B21885,658.0
ld_06,B21899,658.0
ld_06,B22028,658.0
ld_06,B26719,658.0
ld_06,B30099,658.0
ld_06,B30103,658.0
ld_06,B30358,658.0
ld_06,B31203,658.0
ld_06,B31613,658.0
ld_06,B31730,658.0
ld_06,B32121,658.0
ld_06,B32707,658.0
ld_06,B35154,658.0
