machine_id,block_id,day,assigned,scenario,solver,master_days,subproblem_days,lock_days,start_day
fb_01,B11805,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_01,B4497,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_01,B8121,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_02,B11042,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_02,B4497,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_02,B8121,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_03,B12039,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_03,B6017,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_03,B8121,54,1,MASc NI 18 blocks,mip,56,56,1,1
pr_02,B11042,54,1,MASc NI 18 blocks,mip,56,56,1,1
pr_03,B11042,54,1,MASc NI 18 blocks,mip,56,56,1,1
sk_01,B11042,54,1,MASc NI 18 blocks,mip,56,56,1,1
sk_01,B11805,54,1,MASc NI 18 blocks,mip,56,56,1,1
sk_02,B11805,54,1,MASc NI 18 blocks,mip,56,56,1,1
sk_02,B4497,54,1,MASc NI 18 blocks,mip,56,56,1,1
sk_03,B11042,54,1,MASc NI 18 blocks,mip,56,56,1,1
sk_03,B6017,54,1,MASc NI 18 blocks,mip,56,56,1,1
fb_01,B10412,55,1,MASc NI 18 blocks,mip,56,56,1,1
fb_01,B6017,55,1,MASc NI 18 blocks,mip,56,56,1,1
fb_02,B11042,55,1,MASc NI 18 blocks,mip,56,56,1,1
fb_02,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
fb_03,B12039,55,1,MASc NI 18 blocks,mip,56,56,1,1
fb_03,B35154,55,1,MASc NI 18 blocks,mip,56,56,1,1
fb_03,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
pr_01,B10412,55,1,MASc NI 18 blocks,mip,56,56,1,1
pr_02,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
pr_03,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
sk_01,B10412,55,1,MASc NI 18 blocks,mip,56,56,1,1
sk_01,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
sk_02,B10412,55,1,MASc NI 18 blocks,mip,56,56,1,1
sk_02,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
sk_03,B11042,55,1,MASc NI 18 blocks,mip,56,56,1,1
sk_03,B4497,55,1,MASc NI 18 blocks,mip,56,56,1,1
