machine_id,block_id,day,assigned,scenario,solver,master_days,subproblem_days,lock_days,start_day
fb_01,B107189,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108060,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108124,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B109915,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B110288,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B110471,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B111480,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B55424,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B68233,1,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108060,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108124,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B44010,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B108339,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B109340,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B109517,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B111410,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B111480,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B53160,2,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B107189,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108124,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B109915,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B108060,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B109915,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B68233,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B108124,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B111480,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B111480,3,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B107189,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108060,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_01,B108124,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B55424,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B65573,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_02,B65573,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B44010,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B45231,4,1,MASc PG 18 blocks,sa,14,14,1,1
fb_03,B68233,4,1,MASc PG 18 blocks,sa,14,14,1,1
